HRHHID,HRHHID2,OCCURNUM,YYYYMM,PRTAGE,PTERNHLY
720509988864087,92001,2,201401,38,99.00
977056793239020,91001,1,201401,40,31.60
977056793239020,91001,2,201401,43,25.50
095702360997599,91001,2,201401,63,11.00
926769830949204,91001,1,201401,59,17.00
926769830949204,91001,3,201401,32,10.00
320600021096418,91001,1,201401,36,10.00
280969090523139,91001,1,201401,49,14.85
280969090523139,91001,2,201401,66,13.49
699540419650972,92001,1,201401,50,17.00
699540419650972,92001,2,201401,49,13.98
649410891540932,91001,1,201401,44,14.00
662894027001205,92001,2,201401,42,19.00
462809087906298,92001,1,201401,35,22.00
462809087906298,92001,2,201401,34,19.80
059872360999495,91001,3,201401,21,9.00
053772360994796,91001,2,201401,57,23.72
976469530739207,91001,1,201401,42,24.08
976469530739207,91001,2,201401,39,9.00
996809770309209,92001,1,201401,30,16.00
996809770309209,92001,2,201401,31,17.00
015572360949796,91001,2,201401,52,18.48
917289070879200,92001,1,201401,41,43.00
917289070879200,92001,2,201401,45,35.63
060972099923329,91001,1,201401,64,10.95
703903412692827,91001,2,201401,33,19.00
036622370994196,91001,1,201401,31,20.50
021722770973498,92001,2,201401,35,35.00
662057930239340,91001,1,201401,34,12.15
799230046530632,91001,1,201401,35,14.00
901077741239010,91001,1,201401,26,24.80
907077989239190,91001,1,201401,60,13.76
330976090423439,91001,2,201401,66,22.00
330976090423439,91001,3,201401,32,17.50
030265189900966,91001,1,201401,36,24.00
070995091623689,91001,1,201401,63,25.00
070995091623689,91001,2,201401,59,29.06
739099530639204,91001,1,201401,46,42.79
739099530639204,91001,2,201401,54,18.50
550998062727089,92001,1,201401,49,14.70
550998062727089,92001,2,201401,57,25.00
648009934239720,91001,1,201401,54,9.64
200997068423349,91001,2,201401,52,8.00
200997068423349,91001,5,201401,25,7.35
100992065127609,92001,1,201401,71,14.35
959449070899203,92001,2,201401,33,14.00
079062790692695,92001,2,201401,46,9.00
320992061123299,91001,1,201401,28,65.00
320909929305382,91001,1,201401,68,21.00
975040947339710,91001,2,201401,64,15.00
103366097908194,92001,2,201401,28,16.10
099770257660973,92001,1,201401,47,16.81
081773700698395,92001,1,201401,64,28.84
099000646430633,91001,1,201401,47,18.00
099000646430633,91001,2,201401,45,10.00
099000646430633,91001,3,201401,18,9.00
099000646430633,91001,4,201401,16,7.35
361923006031029,91001,1,201401,34,9.50
361923006031029,91001,2,201401,34,33.00
361923006031029,91001,3,201401,16,8.25
330009996757781,91001,2,201401,74,8.20
910060723379120,92001,1,201401,40,16.46
910060723379120,92001,2,201401,30,13.00
060917093433229,91001,1,201401,37,9.20
060917093433229,91001,2,201401,36,9.00
220416099333209,91001,2,201401,43,19.43
179250848460973,92001,2,201401,28,18.00
199210913150973,92001,2,201401,67,16.50
925021730379410,92001,2,201401,64,24.00
913801077908892,92001,1,201401,51,18.50
520917095837259,92001,1,201401,50,18.00
038903310995198,91001,1,201401,33,7.75
038903310995198,91001,2,201401,31,13.50
998081950339310,91001,1,201401,62,18.50
492520430230300,91001,2,201401,33,23.00
923606073808695,91001,1,201401,46,14.21
923606073808695,91001,4,201401,46,8.25
123963093905094,91001,2,201401,54,11.50
934042727379370,92001,1,201401,63,25.00
299350979740973,92001,1,201401,67,50.00
903905573591203,91001,1,201401,59,22.00
379280695680933,91001,1,201401,63,25.00
330309935147286,91001,1,201401,55,14.95
330309935147286,91001,2,201401,50,16.50
707902163893923,92001,1,201401,52,17.50
707902163893923,92001,3,201401,23,4.25
911013926339000,91001,3,201401,15,8.00
137309680400150,91001,2,201401,30,55.00
395983103013498,91001,1,201401,40,2.00
243570067908995,92001,1,201401,56,20.00
643482083906591,91001,1,201401,58,13.45
391907604094488,92001,3,201401,18,8.05
964229170729307,92001,1,201401,58,13.00
964229170729307,92001,2,201401,58,15.00
964229170729307,92001,3,201401,32,15.00
240944091737559,92001,1,201401,62,8.50
306073407094491,91001,1,201401,37,65.50
803908653692604,91001,1,201401,44,12.00
803908653692604,91001,2,201401,56,27.00
803908653692604,91001,5,201401,24,10.50
083823340997994,91001,2,201401,47,13.00
083823340997994,91001,3,201401,23,8.00
083823340997994,91001,4,201401,23,12.00
903044913379340,92001,2,201401,44,14.50
903044913379340,92001,3,201401,19,7.25
964359370829309,92001,1,201401,34,51.88
643807047908098,92001,1,201401,63,35.00
330509915983153,91001,1,201401,42,14.00
934025991339180,91001,4,201401,23,12.00
150968099933309,91001,2,201401,49,21.00
009663360992196,91001,1,201401,58,16.50
009663360992196,91001,2,201401,50,17.83
009663360992196,91001,5,201401,23,8.00
966449430826306,91001,2,201401,22,7.50
975016944339180,91001,1,201401,43,14.30
