Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
238990,3098364000.0,1955508500.0,234545000.0,123363000.0,1786055500.0,1158454000.0,88964500.0,57169500.0
31.32.33,380271719134.0,169219230956.0,75648809694.9,9110864924.17,271238220232.0,132495312120.0,59292100621.1,5298354125.39
311,27362407655.5,13189483866.8,8130453076.73,527155924.473,20975657733.2,11383387308.4,6573289052.27,351698845.547
3116,27362407655.5,13189483866.8,8130453076.73,527155924.473,20975657733.2,11383387308.4,6573289052.27,351698845.547
31161,27362407655.5,13189483866.8,8130453076.73,527155924.473,20975657733.2,11383387308.4,6573289052.27,351698845.547
311615,27362407655.5,13189483866.8,8130453076.73,527155924.473,20975657733.2,11383387308.4,6573289052.27,351698845.547
312,15955526363.7,6419121481.1,3615889495.41,1248731416.0,9932695913.89,4200447286.0,2720668576.78,808875731.058
3121,15955526363.7,6419121481.1,3615889495.41,1248731416.0,9932695913.89,4200447286.0,2720668576.78,808875731.058
31212,15955526363.7,6419121481.1,3615889495.41,1248731416.0,9932695913.89,4200447286.0,2720668576.78,808875731.058
312120,15955526363.7,6419121481.1,3615889495.41,1248731416.0,9932695913.89,4200447286.0,2720668576.78,808875731.058
313,1298856765.98,817181547.294,438290630.052,31927239.7915,1045672534.62,667428097.494,382401038.157,21754084.5124
3131,432952255.327,272393849.098,146096876.684,10642413.2638,348557511.54,222476032.498,127467012.719,7251361.50414
31311,432952255.327,272393849.098,146096876.684,10642413.2638,348557511.54,222476032.498,127467012.719,7251361.50414
313110,432952255.327,272393849.098,146096876.684,10642413.2638,348557511.54,222476032.498,127467012.719,7251361.50414
3132,432952255.327,272393849.098,146096876.684,10642413.2638,348557511.54,222476032.498,127467012.719,7251361.50414
31321,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
313210,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
31322,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
313220,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
31323,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
313230,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
31324,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
313240,108238063.832,68098462.2745,36524219.171,2660603.31596,87139377.8851,55619008.1245,31866753.1797,1812840.37603
3133,432952255.327,272393849.098,146096876.684,10642413.2638,348557511.54,222476032.498,127467012.719,7251361.50414
31331,216476127.664,136196924.549,73048438.342,5321206.63192,174278755.77,111238016.249,63733506.3595,3625680.75207
313310,216476127.664,136196924.549,73048438.342,5321206.63192,174278755.77,111238016.249,63733506.3595,3625680.75207
31332,216476127.664,136196924.549,73048438.342,5321206.63192,174278755.77,111238016.249,63733506.3595,3625680.75207
313320,216476127.664,136196924.549,73048438.342,5321206.63192,174278755.77,111238016.249,63733506.3595,3625680.75207
314,1034729000.0,695202500.0,431551000.0,18995500.0,893138000.0,580713500.0,379167000.0,15184500.0
3141,517364500.0,347601250.0,215775500.0,9497750.0,446569000.0,290356750.0,189583500.0,7592250.0
31411,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
314110,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
31412,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
314120,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
3149,517364500.0,347601250.0,215775500.0,9497750.0,446569000.0,290356750.0,189583500.0,7592250.0
31491,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
314910,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
31499,258682250.0,173800625.0,107887750.0,4748875.0,223284500.0,145178375.0,94791750.0,3796125.0
314994,129341125.0,86900312.5,53943875.0,2374437.5,111642250.0,72589187.5,47395875.0,1898062.5
314999,129341125.0,86900312.5,53943875.0,2374437.5,111642250.0,72589187.5,47395875.0,1898062.5
315,634346670.233,398758248.444,745664266.755,10406839.1555,455081217.977,303425681.607,627748075.588,5413814.88721
3151,25406.8945022,15971.0915585,29865.3941899,416.815405412,18226.9428337,12152.8253298,25142.6071561,216.83446946
31511,12703.4472511,7985.54577925,14932.6970949,208.407702706,9113.47141686,6076.41266489,12571.303578,108.41723473
315110,12703.4472511,7985.54577925,14932.6970949,208.407702706,9113.47141686,6076.41266489,12571.303578,108.41723473
31519,12703.4472511,7985.54577925,14932.6970949,208.407702706,9113.47141686,6076.41266489,12571.303578,108.41723473
315190,12703.4472511,7985.54577925,14932.6970949,208.407702706,9113.47141686,6076.41266489,12571.303578,108.41723473
3152,25406.8945022,15971.0915585,29865.3941899,416.815405412,18226.9428337,12152.8253298,25142.6071561,216.83446946
31521,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
315210,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
31522,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
315220,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
31524,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
315240,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
31528,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
315280,6351.72362556,3992.77288963,7466.34854747,104.203851353,4556.73570843,3038.20633244,6285.65178902,54.2086173651
3159,634295856.444,398726306.261,745604535.967,10406005.5247,455044764.091,303401375.957,627697790.374,5413381.21827
31599,634295856.444,398726306.261,745604535.967,10406005.5247,455044764.091,303401375.957,627697790.374,5413381.21827
315990,634295856.444,398726306.261,745604535.967,10406005.5247,455044764.091,303401375.957,627697790.374,5413381.21827
316,55993185.5881,25804547.8411,19364282.711,2561136.98164,34904740.5943,18541419.2908,5018480.5558,1429023.97661
3161,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
31611,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
316110,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
3162,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
31621,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
316210,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
3169,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
31699,18664395.196,8601515.94703,6454760.90368,853712.327214,11634913.5314,6180473.09693,1672826.85193,476341.325536
316992,9332197.59802,4300757.97351,3227380.45184,426856.163607,5817456.76572,3090236.54846,836413.425966,238170.662768
316998,9332197.59802,4300757.97351,3227380.45184,426856.163607,5817456.76572,3090236.54846,836413.425966,238170.662768
321,5381015298.39,2868906038.46,1646418271.64,288523147.035,3134077860.4,2002062003.1,1267280858.74,154984367.4
3211,1793671766.13,956302012.82,548806090.547,96174382.3451,1044692620.13,667354001.034,422426952.915,51661455.8
32111,1793671766.13,956302012.82,548806090.547,96174382.3451,1044692620.13,667354001.034,422426952.915,51661455.8
321113,896835883.065,478151006.41,274403045.273,48087191.1725,522346310.066,333677000.517,211213476.457,25830727.9
321114,896835883.065,478151006.41,274403045.273,48087191.1725,522346310.066,333677000.517,211213476.457,25830727.9
3212,1793671766.13,956302012.82,548806090.547,96174382.3451,1044692620.13,667354001.034,422426952.915,51661455.8
32121,1793671766.13,956302012.82,548806090.547,96174382.3451,1044692620.13,667354001.034,422426952.915,51661455.8
321211,358734353.226,191260402.564,109761218.109,19234876.469,208938524.026,133470800.207,84485390.5829,10332291.16
321212,358734353.226,191260402.564,109761218.109,19234876.469,208938524.026,133470800.207,84485390.5829,10332291.16
321213,358734353.226,191260402.564,109761218.109,19234876.469,208938524.026,133470800.207,84485390.5829,10332291.16
321214,358734353.226,191260402.564,109761218.109,19234876.469,208938524.026,133470800.207,84485390.5829,10332291.16
321219,358734353.226,191260402.564,109761218.109,19234876.469,208938524.026,133470800.207,84485390.5829,10332291.16
3219,1793671766.13,956302012.82,548806090.547,96174382.3451,1044692620.13,667354001.034,422426952.915,51661455.8
32191,597890588.71,318767337.607,182935363.516,32058127.4484,348230873.377,222451333.678,140808984.305,17220485.2667
321911,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
321912,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
321918,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
32192,597890588.71,318767337.607,182935363.516,32058127.4484,348230873.377,222451333.678,140808984.305,17220485.2667
321920,597890588.71,318767337.607,182935363.516,32058127.4484,348230873.377,222451333.678,140808984.305,17220485.2667
32199,597890588.71,318767337.607,182935363.516,32058127.4484,348230873.377,222451333.678,140808984.305,17220485.2667
321991,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
321992,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
321999,199296862.903,106255779.202,60978454.5052,10686042.4828,116076957.792,74150444.5594,46936328.1016,5740161.75556
322,22518431404.2,9112632881.85,2939714992.01,292229401.668,18638667043.4,7724479646.16,2337374770.22,131890255.569
3221,11259215702.1,4556316440.92,1469857496.0,146114700.834,9319333521.69,3862239823.08,1168687385.11,65945127.7845
32211,3753071900.69,1518772146.97,489952498.668,48704900.278,3106444507.23,1287413274.36,389562461.703,21981709.2615
322110,3753071900.69,1518772146.97,489952498.668,48704900.278,3106444507.23,1287413274.36,389562461.703,21981709.2615
32212,3753071900.69,1518772146.97,489952498.668,48704900.278,3106444507.23,1287413274.36,389562461.703,21981709.2615
322121,1876535950.35,759386073.487,244976249.334,24352450.139,1553222253.62,643706637.18,194781230.852,10990854.6307
322122,1876535950.35,759386073.487,244976249.334,24352450.139,1553222253.62,643706637.18,194781230.852,10990854.6307
32213,3753071900.69,1518772146.97,489952498.668,48704900.278,3106444507.23,1287413274.36,389562461.703,21981709.2615
322130,3753071900.69,1518772146.97,489952498.668,48704900.278,3106444507.23,1287413274.36,389562461.703,21981709.2615
3222,11259215702.1,4556316440.92,1469857496.0,146114700.834,9319333521.69,3862239823.08,1168687385.11,65945127.7845
32221,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
322211,938267975.173,379693036.744,122488124.667,12176225.0695,776611126.808,321853318.59,97390615.4259,5495427.31537
322212,938267975.173,379693036.744,122488124.667,12176225.0695,776611126.808,321853318.59,97390615.4259,5495427.31537
322219,938267975.173,379693036.744,122488124.667,12176225.0695,776611126.808,321853318.59,97390615.4259,5495427.31537
32222,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
322220,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
32223,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
322230,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
32229,2814803925.52,1139079110.23,367464374.001,36528675.2085,2329833380.42,965559955.77,292171846.278,16486281.9461
322291,1407401962.76,569539555.116,183732187.0,18264337.6042,1164916690.21,482779977.885,146085923.139,8243140.97306
322299,1407401962.76,569539555.116,183732187.0,18264337.6042,1164916690.21,482779977.885,146085923.139,8243140.97306
323,3582112422.17,2239742850.25,363354369.462,43170387.8203,2409134467.33,1568144844.25,233365029.819,24347908.8435
3231,3582112422.17,2239742850.25,363354369.462,43170387.8203,2409134467.33,1568144844.25,233365029.819,24347908.8435
32311,1791056211.09,1119871425.12,181677184.731,21585193.9102,1204567233.67,784072422.123,116682514.91,12173954.4217
323111,597018737.029,373290475.041,60559061.577,7195064.63672,401522411.222,261357474.041,38894171.6366,4057984.80724
323113,597018737.029,373290475.041,60559061.577,7195064.63672,401522411.222,261357474.041,38894171.6366,4057984.80724
323117,597018737.029,373290475.041,60559061.577,7195064.63672,401522411.222,261357474.041,38894171.6366,4057984.80724
32312,1791056211.09,1119871425.12,181677184.731,21585193.9102,1204567233.67,784072422.123,116682514.91,12173954.4217
323120,1791056211.09,1119871425.12,181677184.731,21585193.9102,1204567233.67,784072422.123,116682514.91,12173954.4217
324,108146922118.0,35350350257.0,14263364930.1,1365720143.25,76085415826.2,27063946946.6,11805324027.5,909250879.195
3241,108146922118.0,35350350257.0,14263364930.1,1365720143.25,76085415826.2,27063946946.6,11805324027.5,909250879.195
32411,108146922118.0,35350350257.0,14263364930.1,1365720143.25,76085415826.2,27063946946.6,11805324027.5,909250879.195
324110,108146922118.0,35350350257.0,14263364930.1,1365720143.25,76085415826.2,27063946946.6,11805324027.5,909250879.195
325,68985803798.4,35729413996.3,11957402811.6,1918556125.67,45874444143.7,26976232340.5,8761638581.16,873669244.887
3251,9855114828.34,5104201999.47,1708200401.65,274079446.524,6553492020.53,3853747477.21,1251662654.45,124809892.127
32511,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
325110,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
32512,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
325120,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
32513,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
325130,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
32518,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
325180,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
32519,1971022965.67,1020840399.89,341640080.331,54815889.3049,1310698404.11,770749495.442,250332530.89,24961978.4253
325193,657007655.223,340280133.298,113880026.777,18271963.1016,436899468.035,256916498.481,83444176.9634,8320659.47511
325194,657007655.223,340280133.298,113880026.777,18271963.1016,436899468.035,256916498.481,83444176.9634,8320659.47511
325199,657007655.223,340280133.298,113880026.777,18271963.1016,436899468.035,256916498.481,83444176.9634,8320659.47511
