Codes:,Total net income,Total net loss,Depreciation
335311,98904458.2013,23541549.7317,14690015.261
335312,98904458.2013,23541549.7317,14690015.261
335313,98904458.2013,23541549.7317,14690015.261
335314,98904458.2013,23541549.7317,14690015.261
3359,395617832.805,94166198.927,58760061.0442
33591,98904458.2013,23541549.7317,14690015.261
335911,49452229.1007,11770774.8659,7345007.63052
335912,49452229.1007,11770774.8659,7345007.63052
33592,98904458.2013,23541549.7317,14690015.261
335921,49452229.1007,11770774.8659,7345007.63052
335929,49452229.1007,11770774.8659,7345007.63052
33593,98904458.2013,23541549.7317,14690015.261
335931,49452229.1007,11770774.8659,7345007.63052
335932,49452229.1007,11770774.8659,7345007.63052
33599,98904458.2013,23541549.7317,14690015.261
335991,49452229.1007,11770774.8659,7345007.63052
335999,49452229.1007,11770774.8659,7345007.63052
336,5942780099.94,1158176393.8,2381253338.37
3361,848968585.706,165453770.543,340179048.338
33611,424484292.853,82726885.2717,170089524.169
336111,212242146.426,41363442.6358,85044762.0845
336112,212242146.426,41363442.6358,85044762.0845
33612,424484292.853,82726885.2717,170089524.169
336120,424484292.853,82726885.2717,170089524.169
3362,848968585.706,165453770.543,340179048.338
33621,848968585.706,165453770.543,340179048.338
336211,212242146.426,41363442.6358,85044762.0845
336212,212242146.426,41363442.6358,85044762.0845
336213,212242146.426,41363442.6358,85044762.0845
336214,212242146.426,41363442.6358,85044762.0845
3363,848968585.706,165453770.543,340179048.338
33631,106121073.213,20681721.3179,42522381.0423
336310,106121073.213,20681721.3179,42522381.0423
33632,106121073.213,20681721.3179,42522381.0423
336320,106121073.213,20681721.3179,42522381.0423
33633,106121073.213,20681721.3179,42522381.0423
336330,106121073.213,20681721.3179,42522381.0423
33634,106121073.213,20681721.3179,42522381.0423
336340,106121073.213,20681721.3179,42522381.0423
33635,106121073.213,20681721.3179,42522381.0423
336350,106121073.213,20681721.3179,42522381.0423
33636,106121073.213,20681721.3179,42522381.0423
336360,106121073.213,20681721.3179,42522381.0423
33637,106121073.213,20681721.3179,42522381.0423
336370,106121073.213,20681721.3179,42522381.0423
33639,106121073.213,20681721.3179,42522381.0423
336390,106121073.213,20681721.3179,42522381.0423
3364,848968585.706,165453770.543,340179048.338
33641,848968585.706,165453770.543,340179048.338
336411,141494764.284,27575628.4239,56696508.0564
336412,141494764.284,27575628.4239,56696508.0564
336413,141494764.284,27575628.4239,56696508.0564
336414,141494764.284,27575628.4239,56696508.0564
336415,141494764.284,27575628.4239,56696508.0564
336419,141494764.284,27575628.4239,56696508.0564
3365,848968585.706,165453770.543,340179048.338
33651,848968585.706,165453770.543,340179048.338
336510,848968585.706,165453770.543,340179048.338
3366,848968585.706,165453770.543,340179048.338
33661,848968585.706,165453770.543,340179048.338
336611,424484292.853,82726885.2717,170089524.169
336612,424484292.853,82726885.2717,170089524.169
3369,848968585.706,165453770.543,340179048.338
33699,848968585.706,165453770.543,340179048.338
336991,282989528.569,55151256.8478,113393016.113
336992,282989528.569,55151256.8478,113393016.113
336999,282989528.569,55151256.8478,113393016.113
337,185642171.961,348061812.951,51687387.6633
3371,61880723.987,116020604.317,17229129.2211
33711,30940361.9935,58010302.1585,8614564.61055
337110,30940361.9935,58010302.1585,8614564.61055
33712,30940361.9935,58010302.1585,8614564.61055
337121,6188072.3987,11602060.4317,1722912.92211
337122,6188072.3987,11602060.4317,1722912.92211
337124,6188072.3987,11602060.4317,1722912.92211
337125,6188072.3987,11602060.4317,1722912.92211
337127,6188072.3987,11602060.4317,1722912.92211
3372,61880723.987,116020604.317,17229129.2211
33721,61880723.987,116020604.317,17229129.2211
337211,15470180.9968,29005151.0792,4307282.30528
337212,15470180.9968,29005151.0792,4307282.30528
337214,15470180.9968,29005151.0792,4307282.30528
337215,15470180.9968,29005151.0792,4307282.30528
3379,61880723.987,116020604.317,17229129.2211
33791,30940361.9935,58010302.1585,8614564.61055
337910,30940361.9935,58010302.1585,8614564.61055
33792,30940361.9935,58010302.1585,8614564.61055
337920,30940361.9935,58010302.1585,8614564.61055
339,4805245758.45,1789115480.11,433170948.108
3391,2402622879.22,894557740.057,216585474.054
33911,2402622879.22,894557740.057,216585474.054
339112,480524575.845,178911548.011,43317094.8108
339113,480524575.845,178911548.011,43317094.8108
339114,480524575.845,178911548.011,43317094.8108
339115,480524575.845,178911548.011,43317094.8108
339116,480524575.845,178911548.011,43317094.8108
3399,2402622879.22,894557740.057,216585474.054
33991,400437146.537,149092956.676,36097579.009
339910,400437146.537,149092956.676,36097579.009
33992,400437146.537,149092956.676,36097579.009
339920,400437146.537,149092956.676,36097579.009
33993,400437146.537,149092956.676,36097579.009
339930,400437146.537,149092956.676,36097579.009
33994,400437146.537,149092956.676,36097579.009
339940,400437146.537,149092956.676,36097579.009
33995,400437146.537,149092956.676,36097579.009
339950,400437146.537,149092956.676,36097579.009
33999,400437146.537,149092956.676,36097579.009
339991,66739524.4229,24848826.1127,6016263.16816
339992,66739524.4229,24848826.1127,6016263.16816
339993,66739524.4229,24848826.1127,6016263.16816
339994,66739524.4229,24848826.1127,6016263.16816
339995,66739524.4229,24848826.1127,6016263.16816
339999,66739524.4229,24848826.1127,6016263.16816
42,28051632469.9,7452412367.7,4763841513.26
423,10847704775.0,3969457027.35,1384855769.42
4231,1205300530.56,441050780.817,153872863.269
42311,301325132.64,110262695.204,38468215.8173
423110,301325132.64,110262695.204,38468215.8173
42312,301325132.64,110262695.204,38468215.8173
423120,301325132.64,110262695.204,38468215.8173
42313,301325132.64,110262695.204,38468215.8173
423130,301325132.64,110262695.204,38468215.8173
42314,301325132.64,110262695.204,38468215.8173
423140,301325132.64,110262695.204,38468215.8173
4232,1205300530.56,441050780.817,153872863.269
42321,602650265.28,220525390.408,76936431.6346
423210,602650265.28,220525390.408,76936431.6346
42322,602650265.28,220525390.408,76936431.6346
423220,602650265.28,220525390.408,76936431.6346
4233,1205300530.56,441050780.817,153872863.269
42331,301325132.64,110262695.204,38468215.8173
423310,301325132.64,110262695.204,38468215.8173
42332,301325132.64,110262695.204,38468215.8173
423320,301325132.64,110262695.204,38468215.8173
42333,301325132.64,110262695.204,38468215.8173
423330,301325132.64,110262695.204,38468215.8173
42339,301325132.64,110262695.204,38468215.8173
423390,301325132.64,110262695.204,38468215.8173
4234,1205300530.56,441050780.817,153872863.269
42341,172185790.08,63007254.4024,21981837.6099
423410,172185790.08,63007254.4024,21981837.6099
42342,172185790.08,63007254.4024,21981837.6099
423420,172185790.08,63007254.4024,21981837.6099
42343,172185790.08,63007254.4024,21981837.6099
423430,172185790.08,63007254.4024,21981837.6099
42344,172185790.08,63007254.4024,21981837.6099
423440,172185790.08,63007254.4024,21981837.6099
42345,172185790.08,63007254.4024,21981837.6099
423450,172185790.08,63007254.4024,21981837.6099
42346,172185790.08,63007254.4024,21981837.6099
423460,172185790.08,63007254.4024,21981837.6099
42349,172185790.08,63007254.4024,21981837.6099
423490,172185790.08,63007254.4024,21981837.6099
4235,1205300530.56,441050780.817,153872863.269
42351,602650265.28,220525390.408,76936431.6346
423510,602650265.28,220525390.408,76936431.6346
42352,602650265.28,220525390.408,76936431.6346
423520,602650265.28,220525390.408,76936431.6346
4236,1205300530.56,441050780.817,153872863.269
42361,401766843.52,147016926.939,51290954.4231
423610,401766843.52,147016926.939,51290954.4231
42362,401766843.52,147016926.939,51290954.4231
423620,401766843.52,147016926.939,51290954.4231
42369,401766843.52,147016926.939,51290954.4231
423690,401766843.52,147016926.939,51290954.4231
4237,1205300530.56,441050780.817,153872863.269
42371,301325132.64,110262695.204,38468215.8173
423710,301325132.64,110262695.204,38468215.8173
42372,301325132.64,110262695.204,38468215.8173
423720,301325132.64,110262695.204,38468215.8173
42373,301325132.64,110262695.204,38468215.8173
423730,301325132.64,110262695.204,38468215.8173
42374,301325132.64,110262695.204,38468215.8173
423740,301325132.64,110262695.204,38468215.8173
4238,1205300530.56,441050780.817,153872863.269
42381,200883421.76,73508463.4695,25645477.2115
423810,200883421.76,73508463.4695,25645477.2115
42382,200883421.76,73508463.4695,25645477.2115
423820,200883421.76,73508463.4695,25645477.2115
42383,200883421.76,73508463.4695,25645477.2115
423830,200883421.76,73508463.4695,25645477.2115
42384,200883421.76,73508463.4695,25645477.2115
423840,200883421.76,73508463.4695,25645477.2115
42385,200883421.76,73508463.4695,25645477.2115
423850,200883421.76,73508463.4695,25645477.2115
42386,200883421.76,73508463.4695,25645477.2115
423860,200883421.76,73508463.4695,25645477.2115
4239,1205300530.56,441050780.817,153872863.269
42391,241060106.112,88210156.1634,30774572.6539
423910,241060106.112,88210156.1634,30774572.6539
42392,241060106.112,88210156.1634,30774572.6539
423920,241060106.112,88210156.1634,30774572.6539
42393,241060106.112,88210156.1634,30774572.6539
423930,241060106.112,88210156.1634,30774572.6539
42394,241060106.112,88210156.1634,30774572.6539
423940,241060106.112,88210156.1634,30774572.6539
42399,241060106.112,88210156.1634,30774572.6539
423990,241060106.112,88210156.1634,30774572.6539
424,16456460118.8,3463409721.56,3336483411.45
4242,16456460118.8,3463409721.56,3336483411.45
42421,16456460118.8,3463409721.56,3336483411.45
424210,16456460118.8,3463409721.56,3336483411.45
425,747467575.998,19545618.7924,42502332.3785
4251,747467575.998,19545618.7924,42502332.3785
42511,373733787.999,9772809.39621,21251166.1892
425110,373733787.999,9772809.39621,21251166.1892
42512,373733787.999,9772809.39621,21251166.1892
425120,373733787.999,9772809.39621,21251166.1892
44.45,17508273478.1,5563589614.4,4868244806.77
441,3662171473.49,826958584.168,670537183.888
4411,1220723824.5,275652861.389,223512394.629
44111,610361912.248,137826430.695,111756197.315
441110,610361912.248,137826430.695,111756197.315
44112,610361912.248,137826430.695,111756197.315
441120,610361912.248,137826430.695,111756197.315
4412,1220723824.5,275652861.389,223512394.629
44121,610361912.248,137826430.695,111756197.315
441210,610361912.248,137826430.695,111756197.315
44122,610361912.248,137826430.695,111756197.315
441222,305180956.124,68913215.3473,55878098.6573
441228,305180956.124,68913215.3473,55878098.6573
4413,1220723824.5,275652861.389,223512394.629
44131,610361912.248,137826430.695,111756197.315
441310,610361912.248,137826430.695,111756197.315
44132,610361912.248,137826430.695,111756197.315
441320,610361912.248,137826430.695,111756197.315
442,780738969.317,184331645.486,166602718.297
4421,390369484.658,92165822.7431,83301359.1485
44211,390369484.658,92165822.7431,83301359.1485
442110,390369484.658,92165822.7431,83301359.1485
4422,390369484.658,92165822.7431,83301359.1485
44221,195184742.329,46082911.3716,41650679.5742
442210,195184742.329,46082911.3716,41650679.5742
44229,195184742.329,46082911.3716,41650679.5742
442291,97592371.1646,23041455.6858,20825339.7871
442299,97592371.1646,23041455.6858,20825339.7871
443,329356038.741,291798469.867,39720295.1864
4431,329356038.741,291798469.867,39720295.1864
44314,329356038.741,291798469.867,39720295.1864
443141,164678019.371,145899234.934,19860147.5932
443142,164678019.371,145899234.934,19860147.5932
444,746286595.643,347611283.678,175219202.97
4441,746286595.643,347611283.678,175219202.97
44413,225873861.856,105209317.074,53032492.1781
444130,225873861.856,105209317.074,53032492.1781
44419,520412733.787,242401966.604,122186710.792
444190,520412733.787,242401966.604,122186710.792
445,2358036624.1,789082005.76,1262201116.82
4451,93049.1954302,31137.5340883,49807.0289453
44511,46524.5977151,15568.7670442,24903.5144727
445110,46524.5977151,15568.7670442,24903.5144727
44512,46524.5977151,15568.7670442,24903.5144727
445120,46524.5977151,15568.7670442,24903.5144727
4452,93049.1954302,31137.5340883,49807.0289453
44521,23262.2988575,7784.38352208,12451.7572363
445210,23262.2988575,7784.38352208,12451.7572363
44522,23262.2988575,7784.38352208,12451.7572363
445220,23262.2988575,7784.38352208,12451.7572363
44523,23262.2988575,7784.38352208,12451.7572363
445230,23262.2988575,7784.38352208,12451.7572363
44529,23262.2988575,7784.38352208,12451.7572363
445291,7754.09961918,2594.79450736,4150.58574545
445292,7754.09961918,2594.79450736,4150.58574545
445299,7754.09961918,2594.79450736,4150.58574545
4453,2357850525.71,789019730.692,1262101502.76
44531,2357850525.71,789019730.692,1262101502.76
445310,2357850525.71,789019730.692,1262101502.76
446,1457776586.22,442313808.853,269313095.679
4461,1457776586.22,442313808.853,269313095.679
44611,364444146.554,110578452.213,67328273.9198
446110,364444146.554,110578452.213,67328273.9198
44612,364444146.554,110578452.213,67328273.9198
446120,364444146.554,110578452.213,67328273.9198
44613,364444146.554,110578452.213,67328273.9198
446130,364444146.554,110578452.213,67328273.9198
44619,364444146.554,110578452.213,67328273.9198
446191,182222073.277,55289226.1066,33664136.9599
446199,182222073.277,55289226.1066,33664136.9599
447,1512019583.64,402206214.33,823987959.75
4471,1512019583.64,402206214.33,823987959.75
44711,756009791.821,201103107.165,411993979.875
447110,756009791.821,201103107.165,411993979.875
44719,756009791.821,201103107.165,411993979.875
447190,756009791.821,201103107.165,411993979.875
448,1039246965.26,629237451.999,241641513.357
4481,346415655.086,209745817.333,80547171.119
44811,57735942.5144,34957636.2221,13424528.5198
448110,57735942.5144,34957636.2221,13424528.5198
44812,57735942.5144,34957636.2221,13424528.5198
448120,57735942.5144,34957636.2221,13424528.5198
44813,57735942.5144,34957636.2221,13424528.5198
448130,57735942.5144,34957636.2221,13424528.5198
44814,57735942.5144,34957636.2221,13424528.5198
448140,57735942.5144,34957636.2221,13424528.5198
44815,57735942.5144,34957636.2221,13424528.5198
448150,57735942.5144,34957636.2221,13424528.5198
44819,57735942.5144,34957636.2221,13424528.5198
448190,57735942.5144,34957636.2221,13424528.5198
4482,346415655.086,209745817.333,80547171.119
44821,346415655.086,209745817.333,80547171.119
448210,346415655.086,209745817.333,80547171.119
4483,346415655.086,209745817.333,80547171.119
44831,173207827.543,104872908.666,40273585.5595
448310,173207827.543,104872908.666,40273585.5595
44832,173207827.543,104872908.666,40273585.5595
448320,173207827.543,104872908.666,40273585.5595
451,523318995.051,363736247.751,193111550.715
4511,261659497.525,181868123.875,96555775.3577
45111,65414874.3814,45467030.9689,24138943.8394
451110,65414874.3814,45467030.9689,24138943.8394
45112,65414874.3814,45467030.9689,24138943.8394
451120,65414874.3814,45467030.9689,24138943.8394
45113,65414874.3814,45467030.9689,24138943.8394
451130,65414874.3814,45467030.9689,24138943.8394
45114,65414874.3814,45467030.9689,24138943.8394
451140,65414874.3814,45467030.9689,24138943.8394
4512,261659497.525,181868123.875,96555775.3577
45121,261659497.525,181868123.875,96555775.3577
451211,130829748.763,90934061.9377,48277887.6788
451212,130829748.763,90934061.9377,48277887.6788
452,1230053979.42,199005709.268,310178999.765
4521,615026989.71,99502854.6339,155089499.883
45211,615026989.71,99502854.6339,155089499.883
452111,307513494.855,49751427.3169,77544749.9414
452112,307513494.855,49751427.3169,77544749.9414
4529,615026989.71,99502854.6339,155089499.883
45291,307513494.855,49751427.3169,77544749.9414
452910,307513494.855,49751427.3169,77544749.9414
45299,307513494.855,49751427.3169,77544749.9414
452990,307513494.855,49751427.3169,77544749.9414
453,1172966162.13,442116924.592,246544083.626
4531,293241540.531,110529231.148,61636020.9064
45311,293241540.531,110529231.148,61636020.9064
453110,293241540.531,110529231.148,61636020.9064
4532,293241540.531,110529231.148,61636020.9064
45321,146620770.266,55264615.5739,30818010.4532
453210,146620770.266,55264615.5739,30818010.4532
45322,146620770.266,55264615.5739,30818010.4532
453220,146620770.266,55264615.5739,30818010.4532
4533,293241540.531,110529231.148,61636020.9064
45331,293241540.531,110529231.148,61636020.9064
453310,293241540.531,110529231.148,61636020.9064
4539,293241540.531,110529231.148,61636020.9064
45391,73310385.1329,27632307.787,15409005.2266
453910,73310385.1329,27632307.787,15409005.2266
45392,73310385.1329,27632307.787,15409005.2266
453920,73310385.1329,27632307.787,15409005.2266
45393,73310385.1329,27632307.787,15409005.2266
453930,73310385.1329,27632307.787,15409005.2266
45399,73310385.1329,27632307.787,15409005.2266
453991,36655192.5664,13816153.8935,7704502.6133
453998,36655192.5664,13816153.8935,7704502.6133
454,2696301505.13,645191268.648,469187086.726
4541,898767168.378,215063756.216,156395695.575
45411,898767168.378,215063756.216,156395695.575
454111,299589056.126,71687918.7386,52131898.5251
454112,299589056.126,71687918.7386,52131898.5251
454113,299589056.126,71687918.7386,52131898.5251
4542,898767168.378,215063756.216,156395695.575
45421,898767168.378,215063756.216,156395695.575
454210,898767168.378,215063756.216,156395695.575
4543,898767168.378,215063756.216,156395695.575
45431,449383584.189,107531878.108,78197847.7876
454310,449383584.189,107531878.108,78197847.7876
45439,449383584.189,107531878.108,78197847.7876
454390,449383584.189,107531878.108,78197847.7876
48.49,17736059415.5,9665507540.36,18318230944.4
481,822066993.506,947256860.032,736071913.448
4811,411033496.753,473628430.016,368035956.724
48111,411033496.753,473628430.016,368035956.724
481111,205516748.377,236814215.008,184017978.362
481112,205516748.377,236814215.008,184017978.362
4812,411033496.753,473628430.016,368035956.724
48121,411033496.753,473628430.016,368035956.724
481211,137011165.584,157876143.339,122678652.241
481212,137011165.584,157876143.339,122678652.241
481219,137011165.584,157876143.339,122678652.241
482,280148500.0,768490500.0,582043000.0
4821,280148500.0,768490500.0,582043000.0
48211,280148500.0,768490500.0,582043000.0
482111,140074250.0,384245250.0,291021500.0
482112,140074250.0,384245250.0,291021500.0
483,840899000.0,613988000.0,591524000.0
4831,420449500.0,306994000.0,295762000.0
48311,420449500.0,306994000.0,295762000.0
483111,105112375.0,76748500.0,73940500.0
483112,105112375.0,76748500.0,73940500.0
483113,105112375.0,76748500.0,73940500.0
483114,105112375.0,76748500.0,73940500.0
4832,420449500.0,306994000.0,295762000.0
48321,420449500.0,306994000.0,295762000.0
483211,210224750.0,153497000.0,147881000.0
483212,210224750.0,153497000.0,147881000.0
484,1748953856.95,812068070.926,1483974298.59
4841,874476928.474,406034035.463,741987149.294
48411,437238464.237,203017017.732,370993574.647
484110,437238464.237,203017017.732,370993574.647
48412,437238464.237,203017017.732,370993574.647
484121,218619232.118,101508508.866,185496787.323
484122,218619232.118,101508508.866,185496787.323
4842,874476928.474,406034035.463,741987149.294
48421,291492309.491,135344678.488,247329049.765
484210,291492309.491,135344678.488,247329049.765
48422,291492309.491,135344678.488,247329049.765
484220,291492309.491,135344678.488,247329049.765
48423,291492309.491,135344678.488,247329049.765
484230,291492309.491,135344678.488,247329049.765
485,193908943.821,150643402.707,178309336.927
4851,32318157.3035,25107233.7845,29718222.8211
48511,32318157.3035,25107233.7845,29718222.8211
485111,8079539.32587,6276808.44612,7429555.70528
485112,8079539.32587,6276808.44612,7429555.70528
485113,8079539.32587,6276808.44612,7429555.70528
485119,8079539.32587,6276808.44612,7429555.70528
4852,32318157.3035,25107233.7845,29718222.8211
48521,32318157.3035,25107233.7845,29718222.8211
485210,32318157.3035,25107233.7845,29718222.8211
4853,32318157.3035,25107233.7845,29718222.8211
48531,16159078.6517,12553616.8922,14859111.4106
485310,16159078.6517,12553616.8922,14859111.4106
48532,16159078.6517,12553616.8922,14859111.4106
485320,16159078.6517,12553616.8922,14859111.4106
4854,32318157.3035,25107233.7845,29718222.8211
48541,32318157.3035,25107233.7845,29718222.8211
485410,32318157.3035,25107233.7845,29718222.8211
4855,32318157.3035,25107233.7845,29718222.8211
48551,32318157.3035,25107233.7845,29718222.8211
485510,32318157.3035,25107233.7845,29718222.8211
4859,32318157.3035,25107233.7845,29718222.8211
48599,32318157.3035,25107233.7845,29718222.8211
485991,16159078.6517,12553616.8922,14859111.4106
485999,16159078.6517,12553616.8922,14859111.4106
486,9823320466.73,4798000293.1,13664451684.5
4861,3274440155.58,1599333431.03,4554817228.18
48611,3274440155.58,1599333431.03,4554817228.18
486110,3274440155.58,1599333431.03,4554817228.18
4862,3274440155.58,1599333431.03,4554817228.18
48621,3274440155.58,1599333431.03,4554817228.18
486210,3274440155.58,1599333431.03,4554817228.18
4869,3274440155.58,1599333431.03,4554817228.18
48691,1637220077.79,799666715.517,2277408614.09
486910,1637220077.79,799666715.517,2277408614.09
48699,1637220077.79,799666715.517,2277408614.09
486990,1637220077.79,799666715.517,2277408614.09
487,251040325.802,67701061.1702,76780680.0941
4871,83680108.6006,22567020.3901,25593560.0314
48711,83680108.6006,22567020.3901,25593560.0314
487110,83680108.6006,22567020.3901,25593560.0314
4872,83680108.6006,22567020.3901,25593560.0314
48721,83680108.6006,22567020.3901,25593560.0314
487210,83680108.6006,22567020.3901,25593560.0314
4879,83680108.6006,22567020.3901,25593560.0314
48799,83680108.6006,22567020.3901,25593560.0314
487990,83680108.6006,22567020.3901,25593560.0314
488,2278119000.0,1373938000.0,628372000.0
4881,379686500.0,228989666.667,104728666.667
48811,189843250.0,114494833.333,52364333.3333
488111,94921625.0,57247416.6667,26182166.6667
488119,94921625.0,57247416.6667,26182166.6667
48819,189843250.0,114494833.333,52364333.3333
488190,189843250.0,114494833.333,52364333.3333
4882,379686500.0,228989666.667,104728666.667
48821,379686500.0,228989666.667,104728666.667
488210,379686500.0,228989666.667,104728666.667
4883,379686500.0,228989666.667,104728666.667
48831,94921625.0,57247416.6667,26182166.6667
488310,94921625.0,57247416.6667,26182166.6667
48832,94921625.0,57247416.6667,26182166.6667
488320,94921625.0,57247416.6667,26182166.6667
48833,94921625.0,57247416.6667,26182166.6667
488330,94921625.0,57247416.6667,26182166.6667
48839,94921625.0,57247416.6667,26182166.6667
488390,94921625.0,57247416.6667,26182166.6667
4884,379686500.0,228989666.667,104728666.667
48841,189843250.0,114494833.333,52364333.3333
488410,189843250.0,114494833.333,52364333.3333
48849,189843250.0,114494833.333,52364333.3333
488490,189843250.0,114494833.333,52364333.3333
4885,379686500.0,228989666.667,104728666.667
48851,379686500.0,228989666.667,104728666.667
488510,379686500.0,228989666.667,104728666.667
4889,379686500.0,228989666.667,104728666.667
48899,379686500.0,228989666.667,104728666.667
488991,189843250.0,114494833.333,52364333.3333
488999,189843250.0,114494833.333,52364333.3333
492,48533000.0,1578000.0,1170000.0
4921,24266500.0,789000.0,585000.0
49211,24266500.0,789000.0,585000.0
492110,24266500.0,789000.0,585000.0
4922,24266500.0,789000.0,585000.0
49221,24266500.0,789000.0,585000.0
492210,24266500.0,789000.0,585000.0
493,1449069328.7,131843352.424,375534030.799
4931,1449069328.7,131843352.424,375534030.799
49311,362267332.174,32960838.106,93883507.6998
493110,362267332.174,32960838.106,93883507.6998
49312,362267332.174,32960838.106,93883507.6998
493120,362267332.174,32960838.106,93883507.6998
49313,362267332.174,32960838.106,93883507.6998
493130,362267332.174,32960838.106,93883507.6998
49319,362267332.174,32960838.106,93883507.6998
493190,362267332.174,32960838.106,93883507.6998
51,67101128565.9,15207435630.7,22622828405.5
511,2772025968.5,1244413865.28,441269173.538
5111,588318134.113,264106920.932,93652317.7512
51111,248734565.614,111661559.358,39595190.4657
511110,248734565.614,111661559.358,39595190.4657
51112,158652404.922,71222006.824,25255324.5876
511120,158652404.922,71222006.824,25255324.5876
51113,180931163.576,81223354.7498,28801802.698
511130,180931163.576,81223354.7498,28801802.698
5112,2183707834.39,980306944.348,347616855.786
51121,2183707834.39,980306944.348,347616855.786
511210,2183707834.39,980306944.348,347616855.786
512,2996664710.88,3008694703.16,441748002.343
5121,1498332355.44,1504347351.58,220874001.172
51211,374583088.86,376086837.895,55218500.2929
512110,374583088.86,376086837.895,55218500.2929
51212,374583088.86,376086837.895,55218500.2929
512120,374583088.86,376086837.895,55218500.2929
51213,374583088.86,376086837.895,55218500.2929
512131,187291544.43,188043418.948,27609250.1465
512132,187291544.43,188043418.948,27609250.1465
51219,374583088.86,376086837.895,55218500.2929
512191,187291544.43,188043418.948,27609250.1465
512199,187291544.43,188043418.948,27609250.1465
5122,1498332355.44,1504347351.58,220874001.172
51221,299666471.088,300869470.316,44174800.2343
512210,299666471.088,300869470.316,44174800.2343
51222,299666471.088,300869470.316,44174800.2343
512220,299666471.088,300869470.316,44174800.2343
51223,299666471.088,300869470.316,44174800.2343
512230,299666471.088,300869470.316,44174800.2343
51224,299666471.088,300869470.316,44174800.2343
512240,299666471.088,300869470.316,44174800.2343
51229,299666471.088,300869470.316,44174800.2343
512290,299666471.088,300869470.316,44174800.2343
515,10755893060.3,2389838451.71,3580460353.02
5151,5377946530.17,1194919225.86,1790230176.51
51511,2688973265.09,597459612.928,895115088.256
515111,1344486632.54,298729806.464,447557544.128
515112,1344486632.54,298729806.464,447557544.128
51512,2688973265.09,597459612.928,895115088.256
515120,2688973265.09,597459612.928,895115088.256
5152,5377946530.17,1194919225.86,1790230176.51
51521,5377946530.17,1194919225.86,1790230176.51
515210,5377946530.17,1194919225.86,1790230176.51
517,44786843298.4,6648737639.57,17577216655.3
5171,11196710824.6,1662184409.89,4394304163.83
51711,11196710824.6,1662184409.89,4394304163.83
517110,11196710824.6,1662184409.89,4394304163.83
5172,11196710824.6,1662184409.89,4394304163.83
51721,11196710824.6,1662184409.89,4394304163.83
517210,11196710824.6,1662184409.89,4394304163.83
5174,11196710824.6,1662184409.89,4394304163.83
51741,11196710824.6,1662184409.89,4394304163.83
517410,11196710824.6,1662184409.89,4394304163.83
5179,11196710824.6,1662184409.89,4394304163.83
51791,11196710824.6,1662184409.89,4394304163.83
517911,5598355412.3,831092204.946,2197152081.91
517919,5598355412.3,831092204.946,2197152081.91
518,854859779.559,858862237.294,197756481.115
5182,854859779.559,858862237.294,197756481.115
51821,854859779.559,858862237.294,197756481.115
518210,854859779.559,858862237.294,197756481.115
519,4934841748.15,1056888733.67,384377740.178
5191,4934841748.15,1056888733.67,384377740.178
51911,1233710437.04,264222183.418,96094435.0445
519110,1233710437.04,264222183.418,96094435.0445
51912,1233710437.04,264222183.418,96094435.0445
519120,1233710437.04,264222183.418,96094435.0445
51913,1233710437.04,264222183.418,96094435.0445
519130,1233710437.04,264222183.418,96094435.0445
51919,1233710437.04,264222183.418,96094435.0445
519190,1233710437.04,264222183.418,96094435.0445
52,397744656784.0,49752206623.1,8779501051.45
521,254965238.975,84107359.0103,72468500.8686
5211,254965238.975,84107359.0103,72468500.8686
52111,254965238.975,84107359.0103,72468500.8686
521110,254965238.975,84107359.0103,72468500.8686
522,19551586849.1,2159446797.79,671149258.158
5221,820492880.415,162347784.125,142760459.301
52211,820492880.415,162347784.125,142760459.301
522110,820492880.415,162347784.125,142760459.301
5222,16216673968.7,1483316013.67,309568798.856
52229,16216673968.7,1483316013.67,309568798.856
522292,16216673968.7,1483316013.67,309568798.856
5223,2514420000.0,513783000.0,218820000.0
52231,838140000.0,171261000.0,72940000.0
522310,838140000.0,171261000.0,72940000.0
52232,838140000.0,171261000.0,72940000.0
522320,838140000.0,171261000.0,72940000.0
52239,838140000.0,171261000.0,72940000.0
522390,838140000.0,171261000.0,72940000.0
523,309422254360.0,36887180937.7,2887053836.03
5231,11230709360.4,5497450937.75,855909836.034
52311,8338564745.15,4081741331.44,635494994.551
523110,8338564745.15,4081741331.44,635494994.551
52312,2892144615.23,1415709606.3,220414841.483
523120,2892144615.23,1415709606.3,220414841.483
5239,298191545000.0,31389730000.0,2031144000.0
52391,74547886250.0,7847432500.0,507786000.0
523910,74547886250.0,7847432500.0,507786000.0
52392,74547886250.0,7847432500.0,507786000.0
523920,74547886250.0,7847432500.0,507786000.0
52393,74547886250.0,7847432500.0,507786000.0
523930,74547886250.0,7847432500.0,507786000.0
52399,74547886250.0,7847432500.0,507786000.0
523991,37273943125.0,3923716250.0,253893000.0
523999,37273943125.0,3923716250.0,253893000.0
524,5931475306.54,1561078447.08,826049553.508
5242,5931475306.54,1561078447.08,826049553.508
52421,5931475306.54,1561078447.08,826049553.508
524210,5931475306.54,1561078447.08,826049553.508
525,62584375028.7,9060393081.43,4322779902.88
5251,5996540.13531,868124.203997,414188.416387
52511,1998846.71177,289374.734666,138062.805462
525110,1998846.71177,289374.734666,138062.805462
52512,1998846.71177,289374.734666,138062.805462
525120,1998846.71177,289374.734666,138062.805462
52519,1998846.71177,289374.734666,138062.805462
