Codes:,Capital_stock,land,cost_of_treasury_stock,additional_paid-in_capital,earnings_(rtnd_appr),depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
113,934531.110308,2067369.80753,199475.092203,2153684.32962,100204.928013,16971760.8185,9779165.24033,13546044.2184,1032600.5624,355222.707762
1131,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
11311,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
113110,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
1132,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
11321,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
113210,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
1133,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
11331,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
113310,311510.370103,689123.269176,66491.697401,717894.77654,33401.6426709,5657253.60617,3259721.74678,4515348.07279,344200.187467,118407.569254
114,1931964.27169,1959231.77792,363099.329331,9927041.92266,3294.00106316,30783537.4717,7881954.50265,22217659.8237,4720241.52562,434819.231293
1141,965982.135847,979615.888958,181549.664665,4963520.96133,1647.00053158,15391768.7358,3940977.25133,11108829.9119,2360120.76281,217409.615647
11411,965982.135847,979615.888958,181549.664665,4963520.96133,1647.00053158,15391768.7358,3940977.25133,11108829.9119,2360120.76281,217409.615647
114111,321994.045282,326538.629653,60516.5548884,1654506.98711,549.000177193,5130589.57862,1313659.08378,3702943.30396,786706.920937,72469.8718822
114112,321994.045282,326538.629653,60516.5548884,1654506.98711,549.000177193,5130589.57862,1313659.08378,3702943.30396,786706.920937,72469.8718822
114119,321994.045282,326538.629653,60516.5548884,1654506.98711,549.000177193,5130589.57862,1313659.08378,3702943.30396,786706.920937,72469.8718822
1142,965982.135847,979615.888958,181549.664665,4963520.96133,1647.00053158,15391768.7358,3940977.25133,11108829.9119,2360120.76281,217409.615647
11421,965982.135847,979615.888958,181549.664665,4963520.96133,1647.00053158,15391768.7358,3940977.25133,11108829.9119,2360120.76281,217409.615647
114210,965982.135847,979615.888958,181549.664665,4963520.96133,1647.00053158,15391768.7358,3940977.25133,11108829.9119,2360120.76281,217409.615647
21,92452223.1348,21717246.8211,47875627.4635,594122373.309,1489798.88608,735125940.939,300872495.518,312927154.432,49383908.5119,35695475.1138
211,30817407.7116,7239082.27372,15958542.4878,198040791.103,496599.628694,245041980.313,100290831.839,104309051.477,16461302.8373,11898491.7046
