Codes:,Capital_stock,land,cost_of_treasury_stock,additional_paid-in_capital,earnings_(rtnd_appr),depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
44612,1417189.68639,1646576.64232,9384408.91377,23581766.9718,13720.0721569,20087054.3726,19242955.8209,10352208.9744,14875558.9764,1029738.50696
446120,1417189.68639,1646576.64232,9384408.91377,23581766.9718,13720.0721569,20087054.3726,19242955.8209,10352208.9744,14875558.9764,1029738.50696
44613,1417189.68639,1646576.64232,9384408.91377,23581766.9718,13720.0721569,20087054.3726,19242955.8209,10352208.9744,14875558.9764,1029738.50696
446130,1417189.68639,1646576.64232,9384408.91377,23581766.9718,13720.0721569,20087054.3726,19242955.8209,10352208.9744,14875558.9764,1029738.50696
44619,1417189.68639,1646576.64232,9384408.91377,23581766.9718,13720.0721569,20087054.3726,19242955.8209,10352208.9744,14875558.9764,1029738.50696
446191,708594.843193,823288.321162,4692204.45689,11790883.4859,6860.03607846,10043527.1863,9621477.91046,5176104.48721,7437779.4882,514869.25348
446199,708594.843193,823288.321162,4692204.45689,11790883.4859,6860.03607846,10043527.1863,9621477.91046,5176104.48721,7437779.4882,514869.25348
447,4574975.99362,13116373.8931,1286479.60764,14754216.8671,48614.2556732,82593511.0505,16037509.6914,44255526.5711,12244024.5117,1939485.25299
4471,4574975.99362,13116373.8931,1286479.60764,14754216.8671,48614.2556732,82593511.0505,16037509.6914,44255526.5711,12244024.5117,1939485.25299
44711,2287487.99681,6558186.94656,643239.803822,7377108.43354,24307.1278366,41296755.5253,8018754.84571,22127763.2855,6122012.25586,969742.626493
447110,2287487.99681,6558186.94656,643239.803822,7377108.43354,24307.1278366,41296755.5253,8018754.84571,22127763.2855,6122012.25586,969742.626493
44719,2287487.99681,6558186.94656,643239.803822,7377108.43354,24307.1278366,41296755.5253,8018754.84571,22127763.2855,6122012.25586,969742.626493
447190,2287487.99681,6558186.94656,643239.803822,7377108.43354,24307.1278366,41296755.5253,8018754.84571,22127763.2855,6122012.25586,969742.626493
448,10288963.394,2882322.72473,37890448.2501,53020614.5059,27595.145129,126130139.779,61309374.0251,76240664.355,64285550.5647,3721531.59814
4481,3429654.46465,960774.241577,12630149.4167,17673538.1686,9198.38170968,42043379.9265,20436458.0084,25413554.785,21428516.8549,1240510.53271
44811,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448110,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
44812,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448120,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
44813,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448130,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
44814,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448140,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
44815,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448150,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
44819,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
448190,571609.077442,160129.040263,2105024.90279,2945589.69477,1533.06361828,7007229.98774,3406076.33473,4235592.46417,3571419.47582,206751.755452
4482,3429654.46465,960774.241577,12630149.4167,17673538.1686,9198.38170968,42043379.9265,20436458.0084,25413554.785,21428516.8549,1240510.53271
44821,3429654.46465,960774.241577,12630149.4167,17673538.1686,9198.38170968,42043379.9265,20436458.0084,25413554.785,21428516.8549,1240510.53271
448210,3429654.46465,960774.241577,12630149.4167,17673538.1686,9198.38170968,42043379.9265,20436458.0084,25413554.785,21428516.8549,1240510.53271
4483,3429654.46465,960774.241577,12630149.4167,17673538.1686,9198.38170968,42043379.9265,20436458.0084,25413554.785,21428516.8549,1240510.53271
44831,1714827.23233,480387.120789,6315074.70836,8836769.08432,4599.19085484,21021689.9632,10218229.0042,12706777.3925,10714258.4274,620255.266356
448310,1714827.23233,480387.120789,6315074.70836,8836769.08432,4599.19085484,21021689.9632,10218229.0042,12706777.3925,10714258.4274,620255.266356
44832,1714827.23233,480387.120789,6315074.70836,8836769.08432,4599.19085484,21021689.9632,10218229.0042,12706777.3925,10714258.4274,620255.266356
448320,1714827.23233,480387.120789,6315074.70836,8836769.08432,4599.19085484,21021689.9632,10218229.0042,12706777.3925,10714258.4274,620255.266356
451,1717878.78052,1952896.19668,4224984.23428,16171616.846,71773.3774722,47848161.9418,5750608.21731,28765104.5411,33517840.3258,3270076.65556
4511,858939.390258,976448.098341,2112492.11714,8085808.423,35886.6887361,23924080.9709,2875304.10865,14382552.2705,16758920.1629,1635038.32778
45111,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
451110,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
45112,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
451120,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
45113,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
451130,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
45114,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
451140,214734.847565,244112.024585,528123.029285,2021452.10575,8971.67218403,5981020.24273,718826.027164,3595638.06763,4189730.04072,408759.581945
4512,858939.390258,976448.098341,2112492.11714,8085808.423,35886.6887361,23924080.9709,2875304.10865,14382552.2705,16758920.1629,1635038.32778
45121,858939.390258,976448.098341,2112492.11714,8085808.423,35886.6887361,23924080.9709,2875304.10865,14382552.2705,16758920.1629,1635038.32778
451211,429469.695129,488224.04917,1056246.05857,4042904.2115,17943.3443681,11962040.4855,1437652.05433,7191276.13527,8379460.08144,817519.163889
451212,429469.695129,488224.04917,1056246.05857,4042904.2115,17943.3443681,11962040.4855,1437652.05433,7191276.13527,8379460.08144,817519.163889
452,3084514.64633,57149048.8551,38990036.8615,94843858.1991,312589.643979,409121130.851,220108359.895,165227810.825,150038401.124,10684765.8286
4521,1542257.32317,28574524.4276,19495018.4307,47421929.0996,156294.821989,204560565.426,110054179.948,82613905.4125,75019200.5618,5342382.91432
45211,1542257.32317,28574524.4276,19495018.4307,47421929.0996,156294.821989,204560565.426,110054179.948,82613905.4125,75019200.5618,5342382.91432
452111,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
452112,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
4529,1542257.32317,28574524.4276,19495018.4307,47421929.0996,156294.821989,204560565.426,110054179.948,82613905.4125,75019200.5618,5342382.91432
45291,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
452910,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
45299,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
452990,771128.661583,14287262.2138,9747509.21537,23710964.5498,78147.4109947,102280282.713,55027089.9738,41306952.7063,37509600.2809,2671191.45716
453,4898101.39289,1743424.62844,14193414.9802,30634503.8898,89556.4709975,48428789.5968,14445540.167,31720786.8498,30305377.8685,2380292.18249
4531,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
45311,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
453110,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
4532,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
45321,612262.674111,217928.078555,1774176.87252,3829312.98623,11194.5588747,6053598.6996,1805692.52088,3965098.35622,3788172.23356,297536.522811
453210,612262.674111,217928.078555,1774176.87252,3829312.98623,11194.5588747,6053598.6996,1805692.52088,3965098.35622,3788172.23356,297536.522811
45322,612262.674111,217928.078555,1774176.87252,3829312.98623,11194.5588747,6053598.6996,1805692.52088,3965098.35622,3788172.23356,297536.522811
453220,612262.674111,217928.078555,1774176.87252,3829312.98623,11194.5588747,6053598.6996,1805692.52088,3965098.35622,3788172.23356,297536.522811
4533,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
45331,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
453310,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
4539,1224525.34822,435856.157111,3548353.74505,7658625.97245,22389.1177494,12107197.3992,3611385.04175,7930196.71245,7576344.46711,595073.045623
45391,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
453910,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
45392,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
453920,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
45393,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
453930,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
45399,306131.337056,108964.039278,887088.436262,1914656.49311,5597.27943734,3026799.3498,902846.260438,1982549.17811,1894086.11678,148768.261406
453991,153065.668528,54482.0196388,443544.218131,957328.246556,2798.63971867,1513399.6749,451423.130219,991274.589056,947043.058389,74384.1307029
453998,153065.668528,54482.0196388,443544.218131,957328.246556,2798.63971867,1513399.6749,451423.130219,991274.589056,947043.058389,74384.1307029
454,8315097.60826,760225.655554,31046838.6918,109395047.8,26245.138029,58105227.6257,8200419.1985,34089996.8889,27330341.2551,4549644.24431
4541,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
45411,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
454111,923899.734251,84469.5172838,3449648.74353,12155005.3111,2916.12644767,6456136.40285,911157.688722,3787777.4321,3036704.5839,505516.027145
454112,923899.734251,84469.5172838,3449648.74353,12155005.3111,2916.12644767,6456136.40285,911157.688722,3787777.4321,3036704.5839,505516.027145
454113,923899.734251,84469.5172838,3449648.74353,12155005.3111,2916.12644767,6456136.40285,911157.688722,3787777.4321,3036704.5839,505516.027145
4542,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
45421,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
454210,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
4543,2771699.20275,253408.551851,10348946.2306,36465015.9334,8748.37934301,19368409.2086,2733473.06617,11363332.2963,9110113.7517,1516548.08144
45431,1385849.60138,126704.275926,5174473.1153,18232507.9667,4374.18967151,9684204.60428,1366736.53308,5681666.14815,4555056.87585,758274.040718
454310,1385849.60138,126704.275926,5174473.1153,18232507.9667,4374.18967151,9684204.60428,1366736.53308,5681666.14815,4555056.87585,758274.040718
45439,1385849.60138,126704.275926,5174473.1153,18232507.9667,4374.18967151,9684204.60428,1366736.53308,5681666.14815,4555056.87585,758274.040718
454390,1385849.60138,126704.275926,5174473.1153,18232507.9667,4374.18967151,9684204.60428,1366736.53308,5681666.14815,4555056.87585,758274.040718
48.49,57742165.1497,20876345.4526,33056533.1776,301097580.365,373913.728287,1222428511.8,29706164.7802,520313917.525,17804213.2303,30055369.8494
481,35437802.5031,8289850.28297,17355098.1884,168462383.077,85216.3938834,657282268.678,-27339161.906,196410422.528,8397478.83426,14433078.5994
4811,17718901.2515,4144925.14148,8677549.0942,84231191.5385,42608.1969417,328641134.339,-13669580.953,98205211.264,4198739.41713,7216539.29972
48111,17718901.2515,4144925.14148,8677549.0942,84231191.5385,42608.1969417,328641134.339,-13669580.953,98205211.264,4198739.41713,7216539.29972
481111,8859450.62576,2072462.57074,4338774.5471,42115595.7693,21304.0984708,164320567.169,-6834790.4765,49102605.632,2099369.70857,3608269.64986
481112,8859450.62576,2072462.57074,4338774.5471,42115595.7693,21304.0984708,164320567.169,-6834790.4765,49102605.632,2099369.70857,3608269.64986
4812,17718901.2515,4144925.14148,8677549.0942,84231191.5385,42608.1969417,328641134.339,-13669580.953,98205211.264,4198739.41713,7216539.29972
48121,17718901.2515,4144925.14148,8677549.0942,84231191.5385,42608.1969417,328641134.339,-13669580.953,98205211.264,4198739.41713,7216539.29972
481211,5906300.41718,1381641.71383,2892516.36473,28077063.8462,14202.7323139,109547044.78,-4556526.98433,32735070.4213,1399579.80571,2405513.09991
481212,5906300.41718,1381641.71383,2892516.36473,28077063.8462,14202.7323139,109547044.78,-4556526.98433,32735070.4213,1399579.80571,2405513.09991
481219,5906300.41718,1381641.71383,2892516.36473,28077063.8462,14202.7323139,109547044.78,-4556526.98433,32735070.4213,1399579.80571,2405513.09991
484,4612818.31303,5708132.77911,8623196.77779,22265107.4537,40104.1853678,203635407.611,40941822.7084,131620652.386,2368132.58376,5159816.19149
4841,2306409.15651,2854066.38955,4311598.38889,11132553.7269,20052.0926839,101817703.805,20470911.3542,65810326.1932,1184066.29188,2579908.09574
48411,1153204.57826,1427033.19478,2155799.19445,5566276.86343,10026.0463419,50908851.9027,10235455.6771,32905163.0966,592033.145939,1289954.04787
484110,1153204.57826,1427033.19478,2155799.19445,5566276.86343,10026.0463419,50908851.9027,10235455.6771,32905163.0966,592033.145939,1289954.04787
48412,1153204.57826,1427033.19478,2155799.19445,5566276.86343,10026.0463419,50908851.9027,10235455.6771,32905163.0966,592033.145939,1289954.04787
484121,576602.289128,713516.597389,1077899.59722,2783138.43171,5013.02317097,25454425.9513,5117727.83855,16452581.5483,296016.572969,644977.023936
484122,576602.289128,713516.597389,1077899.59722,2783138.43171,5013.02317097,25454425.9513,5117727.83855,16452581.5483,296016.572969,644977.023936
4842,2306409.15651,2854066.38955,4311598.38889,11132553.7269,20052.0926839,101817703.805,20470911.3542,65810326.1932,1184066.29188,2579908.09574
48421,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
484210,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
48422,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
484220,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
48423,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
484230,768803.052171,951355.463185,1437199.46296,3710851.24228,6684.03089463,33939234.6018,6823637.11807,21936775.3977,394688.763959,859969.365248
485,920567.013149,645100.853495,549359.748656,9334789.19623,1039.00480244,28089441.7373,-478749.415617,15743445.5091,240067.940416,1346289.36527
4851,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48511,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
485111,38356.9588812,26879.202229,22889.9895273,388949.549843,43.2918667684,1170393.40572,-19947.8923174,655976.896213,10002.8308507,56095.3902194
485112,38356.9588812,26879.202229,22889.9895273,388949.549843,43.2918667684,1170393.40572,-19947.8923174,655976.896213,10002.8308507,56095.3902194
485113,38356.9588812,26879.202229,22889.9895273,388949.549843,43.2918667684,1170393.40572,-19947.8923174,655976.896213,10002.8308507,56095.3902194
485119,38356.9588812,26879.202229,22889.9895273,388949.549843,43.2918667684,1170393.40572,-19947.8923174,655976.896213,10002.8308507,56095.3902194
4852,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48521,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
485210,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
4853,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48531,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
485310,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
48532,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
485320,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
4854,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48541,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
485410,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
4855,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48551,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
485510,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
4859,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
48599,153427.835525,107516.808916,91559.9581094,1555798.19937,173.167467074,4681573.62288,-79791.5692695,2623907.58485,40011.3234027,224381.560878
485991,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
485999,76713.9177624,53758.404458,45779.9790547,777899.099686,86.5837335368,2340786.81144,-39895.7846348,1311953.79243,20005.6617013,112190.780439
486,6581148.23083,246470.536817,1607684.30647,22751418.6699,440.002033758,102978874.048,-8106114.96346,51471988.8661,654250.815523,3347620.689
4861,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
48611,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
486110,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
4862,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
48621,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
486210,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
4869,2193716.07694,82156.8456057,535894.768823,7583806.22332,146.667344586,34326291.3494,-2702038.32115,17157329.622,218083.605174,1115873.563
48691,1096858.03847,41078.4228028,267947.384411,3791903.11166,73.3336722929,17163145.6747,-1351019.16058,8578664.81102,109041.802587,557936.7815
486910,1096858.03847,41078.4228028,267947.384411,3791903.11166,73.3336722929,17163145.6747,-1351019.16058,8578664.81102,109041.802587,557936.7815
48699,1096858.03847,41078.4228028,267947.384411,3791903.11166,73.3336722929,17163145.6747,-1351019.16058,8578664.81102,109041.802587,557936.7815
486990,1096858.03847,41078.4228028,267947.384411,3791903.11166,73.3336722929,17163145.6747,-1351019.16058,8578664.81102,109041.802587,557936.7815
487,8704698.54146,3892753.1987,4627761.92324,56893114.0662,158013.730364,195203483.798,22677091.1596,107687932.086,4209486.48067,4506214.04621
4871,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
48711,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
487110,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
4872,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
48721,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
487210,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
4879,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
48799,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
487990,2901566.18049,1297584.39957,1542587.30775,18964371.3554,52671.2434546,65067827.9325,7559030.38653,35895977.362,1403162.16022,1502071.34874
493,1485130.54819,2094037.80151,293432.233013,21390767.9021,89100.4118359,35239035.9305,2011277.1973,17379476.1494,1934796.57562,1262350.95804
4931,1485130.54819,2094037.80151,293432.233013,21390767.9021,89100.4118359,35239035.9305,2011277.1973,17379476.1494,1934796.57562,1262350.95804
49311,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
493110,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
49312,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
493120,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
49313,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
493130,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
49319,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
493190,371282.637047,523509.450378,73358.0582532,5347691.97552,22275.102959,8809758.98262,502819.299326,4344869.03736,483699.143906,315587.739509
51,248805306.297,29633752.3802,563511636.519,2283475329.66,2402036.10258,1829633108.1,-250482738.278,1081170100.92,47977406.1087,107890115.227
511,77151407.0525,6795987.44604,332510673.528,537282377.479,142353.598717,159399805.276,31420658.8866,102823408.715,12555967.8554,17684499.2037
5111,5815927.9184,3943634.84313,29658392.3448,85948892.4466,24968.6543919,77254558.8556,-2601801.46499,52461130.5107,8357245.34462,10322669.878
51111,2516352.60394,3043371.36194,12863887.603,13036582.9018,0.0,45125018.8382,3312115.26765,30166477.6721,940471.200919,3650079.29031
511110,2516352.60394,3043371.36194,12863887.603,13036582.9018,0.0,45125018.8382,3312115.26765,30166477.6721,940471.200919,3650079.29031
51112,986755.198269,620099.144786,1873574.66683,42259306.7393,20460.1714421,18578154.527,-8209050.10522,12757457.577,1151086.07718,3093083.29015
511120,986755.198269,620099.144786,1873574.66683,42259306.7393,20460.1714421,18578154.527,-8209050.10522,12757457.577,1151086.07718,3093083.29015
51113,2312820.11619,280164.336405,14920930.075,30653002.8055,4508.48294982,13551385.4904,2295133.37258,9537195.26154,6265688.06652,3579507.29752
511130,2312820.11619,280164.336405,14920930.075,30653002.8055,4508.48294982,13551385.4904,2295133.37258,9537195.26154,6265688.06652,3579507.29752
5112,71335479.1341,2852352.60291,302852281.183,451333485.033,117384.944325,82145246.4207,34022460.3516,50362278.204,4198722.51075,7361829.32571
51121,71335479.1341,2852352.60291,302852281.183,451333485.033,117384.944325,82145246.4207,34022460.3516,50362278.204,4198722.51075,7361829.32571
511210,71335479.1341,2852352.60291,302852281.183,451333485.033,117384.944325,82145246.4207,34022460.3516,50362278.204,4198722.51075,7361829.32571
512,11264718.2543,3782925.37175,87489535.604,385932774.125,0.0,76450704.2237,-105929394.919,45414671.073,22648887.3921,9450834.29601
5121,5632359.12714,1891462.68588,43744767.802,192966387.062,0.0,38225352.1118,-52964697.4597,22707335.5365,11324443.696,4725417.14801
51211,1408089.78179,472865.671469,10936191.9505,48241596.7656,0.0,9556338.02796,-13241174.3649,5676833.88412,2831110.92401,1181354.287
512110,1408089.78179,472865.671469,10936191.9505,48241596.7656,0.0,9556338.02796,-13241174.3649,5676833.88412,2831110.92401,1181354.287
51212,1408089.78179,472865.671469,10936191.9505,48241596.7656,0.0,9556338.02796,-13241174.3649,5676833.88412,2831110.92401,1181354.287
512120,1408089.78179,472865.671469,10936191.9505,48241596.7656,0.0,9556338.02796,-13241174.3649,5676833.88412,2831110.92401,1181354.287
51213,1408089.78179,472865.671469,10936191.9505,48241596.7656,0.0,9556338.02796,-13241174.3649,5676833.88412,2831110.92401,1181354.287
512131,704044.890893,236432.835735,5468095.97525,24120798.3828,0.0,4778169.01398,-6620587.18246,2838416.94206,1415555.46201,590677.143501
512132,704044.890893,236432.835735,5468095.97525,24120798.3828,0.0,4778169.01398,-6620587.18246,2838416.94206,1415555.46201,590677.143501
