Codes:,Capital_stock,land,depreciable_assets,inventories,additional_paid-in_capital,cost_of_treasury_stock,earnings_(rtnd_unappr.),accumulated_depreciation,earnings_(rtnd_appr),interest_paid
321,163371.952096,123049.853789,5270317.92952,1615645.79286,461583.129639,230660.498817,3116971.96195,3636153.81872,0.0,89445.5899053
3211,54457.3173652,41016.6179297,1756772.64317,538548.597619,153861.043213,76886.8329389,1038990.65398,1212051.27291,0.0,29815.1966351
32111,54457.3173652,41016.6179297,1756772.64317,538548.597619,153861.043213,76886.8329389,1038990.65398,1212051.27291,0.0,29815.1966351
321113,27228.6586826,20508.3089648,878386.321587,269274.298809,76930.5216066,38443.4164694,519495.326992,606025.636453,0.0,14907.5983175
321114,27228.6586826,20508.3089648,878386.321587,269274.298809,76930.5216066,38443.4164694,519495.326992,606025.636453,0.0,14907.5983175
3212,54457.3173652,41016.6179297,1756772.64317,538548.597619,153861.043213,76886.8329389,1038990.65398,1212051.27291,0.0,29815.1966351
32121,54457.3173652,41016.6179297,1756772.64317,538548.597619,153861.043213,76886.8329389,1038990.65398,1212051.27291,0.0,29815.1966351
321211,10891.463473,8203.32358594,351354.528635,107709.719524,30772.2086426,15377.3665878,207798.130797,242410.254581,0.0,5963.03932702
321212,10891.463473,8203.32358594,351354.528635,107709.719524,30772.2086426,15377.3665878,207798.130797,242410.254581,0.0,5963.03932702
321213,10891.463473,8203.32358594,351354.528635,107709.719524,30772.2086426,15377.3665878,207798.130797,242410.254581,0.0,5963.03932702
321214,10891.463473,8203.32358594,351354.528635,107709.719524,30772.2086426,15377.3665878,207798.130797,242410.254581,0.0,5963.03932702
321219,10891.463473,8203.32358594,351354.528635,107709.719524,30772.2086426,15377.3665878,207798.130797,242410.254581,0.0,5963.03932702
3219,54457.3173652,41016.6179297,1756772.64317,538548.597619,153861.043213,76886.8329389,1038990.65398,1212051.27291,0.0,29815.1966351
32191,18152.4391217,13672.2059766,585590.881058,179516.199206,51287.0144044,25628.944313,346330.217995,404017.090969,0.0,9938.39887836
321911,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
321912,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
321918,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
32192,18152.4391217,13672.2059766,585590.881058,179516.199206,51287.0144044,25628.944313,346330.217995,404017.090969,0.0,9938.39887836
321920,18152.4391217,13672.2059766,585590.881058,179516.199206,51287.0144044,25628.944313,346330.217995,404017.090969,0.0,9938.39887836
32199,18152.4391217,13672.2059766,585590.881058,179516.199206,51287.0144044,25628.944313,346330.217995,404017.090969,0.0,9938.39887836
321991,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
321992,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
321999,6050.81304058,4557.40199219,195196.960353,59838.7330688,17095.6714681,8542.98143766,115443.405998,134672.363656,0.0,3312.79962612
322,557227.528179,419697.291917,17975951.1649,5510629.57881,1574363.42701,786734.674805,10631338.8527,12402159.4802,0.0,305080.182553
3221,278613.76409,209848.645958,8987975.58245,2755314.78941,787181.713504,393367.337402,5315669.42637,6201079.7401,0.0,152540.091277
32211,92871.2546966,69949.5486528,2995991.86082,918438.263136,262393.904501,131122.445801,1771889.80879,2067026.58003,0.0,50846.6970922
322110,92871.2546966,69949.5486528,2995991.86082,918438.263136,262393.904501,131122.445801,1771889.80879,2067026.58003,0.0,50846.6970922
32212,92871.2546966,69949.5486528,2995991.86082,918438.263136,262393.904501,131122.445801,1771889.80879,2067026.58003,0.0,50846.6970922
322121,46435.6273483,34974.7743264,1497995.93041,459219.131568,131196.952251,65561.2229004,885944.904395,1033513.29002,0.0,25423.3485461
322122,46435.6273483,34974.7743264,1497995.93041,459219.131568,131196.952251,65561.2229004,885944.904395,1033513.29002,0.0,25423.3485461
32213,92871.2546966,69949.5486528,2995991.86082,918438.263136,262393.904501,131122.445801,1771889.80879,2067026.58003,0.0,50846.6970922
322130,92871.2546966,69949.5486528,2995991.86082,918438.263136,262393.904501,131122.445801,1771889.80879,2067026.58003,0.0,50846.6970922
3222,278613.76409,209848.645958,8987975.58245,2755314.78941,787181.713504,393367.337402,5315669.42637,6201079.7401,0.0,152540.091277
32221,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
322211,23217.8136741,17487.3871632,748997.965204,229609.565784,65598.4761253,32780.6114502,442972.452198,516756.645009,0.0,12711.6742731
322212,23217.8136741,17487.3871632,748997.965204,229609.565784,65598.4761253,32780.6114502,442972.452198,516756.645009,0.0,12711.6742731
322219,23217.8136741,17487.3871632,748997.965204,229609.565784,65598.4761253,32780.6114502,442972.452198,516756.645009,0.0,12711.6742731
32222,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
322220,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
32223,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
322230,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
32229,69653.4410224,52462.1614896,2246993.89561,688828.697352,196795.428376,98341.8343506,1328917.35659,1550269.93503,0.0,38135.0228192
322291,34826.7205112,26231.0807448,1123496.94781,344414.348676,98397.7141879,49170.9171753,664458.678297,775134.967513,0.0,19067.5114096
322299,34826.7205112,26231.0807448,1123496.94781,344414.348676,98397.7141879,49170.9171753,664458.678297,775134.967513,0.0,19067.5114096
323,153583.618012,115677.394426,4954549.94144,1518845.32877,433927.648864,216840.611171,2930220.42656,3418295.80881,0.0,84086.5101789
3231,153583.618012,115677.394426,4954549.94144,1518845.32877,433927.648864,216840.611171,2930220.42656,3418295.80881,0.0,84086.5101789
32311,76791.8090058,57838.6972131,2477274.97072,759422.664384,216963.824432,108420.305586,1465110.21328,1709147.9044,0.0,42043.2550894
323111,25597.2696686,19279.5657377,825758.323573,253140.888128,72321.2748106,36140.1018618,488370.071093,569715.968135,0.0,14014.4183631
323113,25597.2696686,19279.5657377,825758.323573,253140.888128,72321.2748106,36140.1018618,488370.071093,569715.968135,0.0,14014.4183631
323117,25597.2696686,19279.5657377,825758.323573,253140.888128,72321.2748106,36140.1018618,488370.071093,569715.968135,0.0,14014.4183631
32312,76791.8090058,57838.6972131,2477274.97072,759422.664384,216963.824432,108420.305586,1465110.21328,1709147.9044,0.0,42043.2550894
323120,76791.8090058,57838.6972131,2477274.97072,759422.664384,216963.824432,108420.305586,1465110.21328,1709147.9044,0.0,42043.2550894
324,3499765.9472,2635982.99816,112901137.46,34610482.7423,9888067.67743,4941226.13318,66772002.1148,77893953.9517,0.0,1916109.99111
3241,3499765.9472,2635982.99816,112901137.46,34610482.7423,9888067.67743,4941226.13318,66772002.1148,77893953.9517,0.0,1916109.99111
32411,3499765.9472,2635982.99816,112901137.46,34610482.7423,9888067.67743,4941226.13318,66772002.1148,77893953.9517,0.0,1916109.99111
324110,3499765.9472,2635982.99816,112901137.46,34610482.7423,9888067.67743,4941226.13318,66772002.1148,77893953.9517,0.0,1916109.99111
325,3028926.07358,2281351.88269,97712019.646,29954172.7015,8557779.70793,4276459.88218,57788852.5238,67414516.187,0.0,1658326.75655
3251,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32511,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
325110,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
32512,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
325120,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
32513,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
325130,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
32518,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
325180,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
32519,86540.7449594,65181.4823625,2791771.98989,855833.505757,244507.991655,122184.568062,1651110.07211,1926129.03391,0.0,47380.764473
325193,28846.9149865,21727.1607875,930590.663295,285277.835252,81502.663885,40728.1893541,550370.024036,642043.011305,0.0,15793.5881577
325194,28846.9149865,21727.1607875,930590.663295,285277.835252,81502.663885,40728.1893541,550370.024036,642043.011305,0.0,15793.5881577
325199,28846.9149865,21727.1607875,930590.663295,285277.835252,81502.663885,40728.1893541,550370.024036,642043.011305,0.0,15793.5881577
3252,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32521,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325211,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
325212,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
32522,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325220,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
3253,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32531,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325311,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
325312,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
325314,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
32532,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325320,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
3254,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32541,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
325411,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
325412,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
325413,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
325414,108175.931199,81476.8529531,3489714.98736,1069791.8822,305634.989569,152730.710078,2063887.59013,2407661.29239,0.0,59225.9555912
3255,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32551,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325510,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
32552,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325520,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
3256,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32561,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325611,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
325612,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
325613,72117.2874662,54317.9019688,2326476.65824,713194.58813,203756.659713,101820.473385,1375925.06009,1605107.52826,0.0,39483.9703941
32562,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
325620,216351.862398,162953.705906,6979429.97472,2139583.76439,611269.979138,305461.420156,4127775.18027,4815322.58479,0.0,118451.911182
3259,432703.724797,325907.411813,13958859.9494,4279167.52878,1222539.95828,610922.840311,8255550.36054,9630645.16957,0.0,236903.822365
32591,144234.574932,108635.803938,4652953.31648,1426389.17626,407513.319425,203640.94677,2751850.12018,3210215.05652,0.0,78967.9407883
325910,144234.574932,108635.803938,4652953.31648,1426389.17626,407513.319425,203640.94677,2751850.12018,3210215.05652,0.0,78967.9407883
32592,144234.574932,108635.803938,4652953.31648,1426389.17626,407513.319425,203640.94677,2751850.12018,3210215.05652,0.0,78967.9407883
325920,144234.574932,108635.803938,4652953.31648,1426389.17626,407513.319425,203640.94677,2751850.12018,3210215.05652,0.0,78967.9407883
32599,144234.574932,108635.803938,4652953.31648,1426389.17626,407513.319425,203640.94677,2751850.12018,3210215.05652,0.0,78967.9407883
325991,48078.1916441,36211.9346458,1550984.43883,475463.058754,135837.773142,67880.3155902,917283.373393,1070071.68551,0.0,26322.6469294
325992,48078.1916441,36211.9346458,1550984.43883,475463.058754,135837.773142,67880.3155902,917283.373393,1070071.68551,0.0,26322.6469294
325998,48078.1916441,36211.9346458,1550984.43883,475463.058754,135837.773142,67880.3155902,917283.373393,1070071.68551,0.0,26322.6469294
326,347689.831156,261875.936101,11216343.6107,3438433.62168,982345.857719,490893.992874,6633571.0706,7738499.11854,0.0,190359.003812
3261,173844.915578,130937.96805,5608171.80534,1719216.81084,491172.928859,245446.996437,3316785.5353,3869249.55927,0.0,95179.5019061
32611,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
326111,8278.32931323,6235.14133573,267055.800254,81867.4671829,23389.1870885,11687.9522113,157942.168348,184249.979013,0.0,4532.35723362
326112,8278.32931323,6235.14133573,267055.800254,81867.4671829,23389.1870885,11687.9522113,157942.168348,184249.979013,0.0,4532.35723362
326113,8278.32931323,6235.14133573,267055.800254,81867.4671829,23389.1870885,11687.9522113,157942.168348,184249.979013,0.0,4532.35723362
32612,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
326121,12417.4939698,9352.7120036,400583.700381,122801.200774,35083.7806328,17531.9283169,236913.252521,276374.968519,0.0,6798.53585044
326122,12417.4939698,9352.7120036,400583.700381,122801.200774,35083.7806328,17531.9283169,236913.252521,276374.968519,0.0,6798.53585044
32613,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
326130,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
32614,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
326140,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
32615,24834.9879397,18705.4240072,801167.400763,245602.401549,70167.5612656,35063.8566339,473826.505043,552749.937038,0.0,13597.0717009
