Codes:,Capital_stock,land,depreciable_assets,inventories,additional_paid-in_capital,cost_of_treasury_stock,earnings_(rtnd_unappr.),accumulated_depreciation,earnings_(rtnd_appr),interest_paid
445292,14.0957680134,10.9780785397,145.800727341,135.050625108,34.4333351458,5.80115256888,73.0019268998,87.5435215471,0.0,5.15065346643
445299,14.0957680134,10.9780785397,145.800727341,135.050625108,34.4333351458,5.80115256888,73.0019268998,87.5435215471,0.0,5.15065346643
4453,4286211.89473,3338191.34745,44334782.6946,41065913.9096,10470417.1165,1764002.4382,22198274.4834,26620052.4161,0.0,1566200.02063
44531,4286211.89473,3338191.34745,44334782.6946,41065913.9096,10470417.1165,1764002.4382,22198274.4834,26620052.4161,0.0,1566200.02063
445310,4286211.89473,3338191.34745,44334782.6946,41065913.9096,10470417.1165,1764002.4382,22198274.4834,26620052.4161,0.0,1566200.02063
446,2331422.50551,1815760.54248,24115259.0422,22337205.4974,5695230.82548,959503.422881,12074427.953,14479589.6295,0.0,851911.680038
4461,2331422.50551,1815760.54248,24115259.0422,22337205.4974,5695230.82548,959503.422881,12074427.953,14479589.6295,0.0,851911.680038
44611,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
446110,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
44612,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
446120,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
44613,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
446130,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
44619,582855.626378,453940.13562,6028814.76055,5584301.37436,1423807.70637,239875.85572,3018606.98825,3619897.40738,0.0,212977.920009
446191,291427.813189,226970.06781,3014407.38028,2792150.68718,711903.853185,119937.92786,1509303.49412,1809948.70369,0.0,106488.960005
446199,291427.813189,226970.06781,3014407.38028,2792150.68718,711903.853185,119937.92786,1509303.49412,1809948.70369,0.0,106488.960005
447,1094530.39677,852443.133879,11321364.5254,10486623.6549,2673733.8429,450457.031989,5668568.60431,6797717.24977,0.0,399946.053089
4471,1094530.39677,852443.133879,11321364.5254,10486623.6549,2673733.8429,450457.031989,5668568.60431,6797717.24977,0.0,399946.053089
44711,547265.198384,426221.566939,5660682.2627,5243311.82743,1336866.92145,225228.515995,2834284.30216,3398858.62488,0.0,199973.026545
447110,547265.198384,426221.566939,5660682.2627,5243311.82743,1336866.92145,225228.515995,2834284.30216,3398858.62488,0.0,199973.026545
44719,547265.198384,426221.566939,5660682.2627,5243311.82743,1336866.92145,225228.515995,2834284.30216,3398858.62488,0.0,199973.026545
447190,547265.198384,426221.566939,5660682.2627,5243311.82743,1336866.92145,225228.515995,2834284.30216,3398858.62488,0.0,199973.026545
448,2499300.46237,1946507.40166,25851718.3959,23945633.1471,6105325.3976,1028594.0634,12943867.2289,15522216.574,0.0,913254.99809
4481,833100.154124,648835.800553,8617239.46531,7981877.71569,2035108.46587,342864.687801,4314622.40963,5174072.19132,0.0,304418.332697
44811,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448110,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
44812,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448120,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
44813,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448130,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
44814,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448140,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
44815,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448150,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
44819,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
448190,138850.025687,108139.300092,1436206.57755,1330312.95262,339184.744311,57144.1146335,719103.734938,862345.36522,0.0,50736.3887828
4482,833100.154124,648835.800553,8617239.46531,7981877.71569,2035108.46587,342864.687801,4314622.40963,5174072.19132,0.0,304418.332697
44821,833100.154124,648835.800553,8617239.46531,7981877.71569,2035108.46587,342864.687801,4314622.40963,5174072.19132,0.0,304418.332697
448210,833100.154124,648835.800553,8617239.46531,7981877.71569,2035108.46587,342864.687801,4314622.40963,5174072.19132,0.0,304418.332697
4483,833100.154124,648835.800553,8617239.46531,7981877.71569,2035108.46587,342864.687801,4314622.40963,5174072.19132,0.0,304418.332697
44831,416550.077062,324417.900277,4308619.73265,3990938.85785,1017554.23293,171432.343901,2157311.20482,2587036.09566,0.0,152209.166348
448310,416550.077062,324417.900277,4308619.73265,3990938.85785,1017554.23293,171432.343901,2157311.20482,2587036.09566,0.0,152209.166348
44832,416550.077062,324417.900277,4308619.73265,3990938.85785,1017554.23293,171432.343901,2157311.20482,2587036.09566,0.0,152209.166348
448320,416550.077062,324417.900277,4308619.73265,3990938.85785,1017554.23293,171432.343901,2157311.20482,2587036.09566,0.0,152209.166348
451,821774.69662,640015.2977,8500093.67091,7873369.25315,2007442.48317,338203.664235,4255967.90992,5103734.02797,0.0,300279.96245
4511,410887.34831,320007.64885,4250046.83545,3936684.62657,1003721.24159,169101.832117,2127983.95496,2551867.01399,0.0,150139.981225
45111,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
451110,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
45112,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
451120,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
45113,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
451130,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
45114,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
451140,102721.837077,80001.9122125,1062511.70886,984171.156643,250930.310397,42275.4580294,531995.98874,637966.753497,0.0,37534.9953062
4512,410887.34831,320007.64885,4250046.83545,3936684.62657,1003721.24159,169101.832117,2127983.95496,2551867.01399,0.0,150139.981225
45121,410887.34831,320007.64885,4250046.83545,3936684.62657,1003721.24159,169101.832117,2127983.95496,2551867.01399,0.0,150139.981225
451211,205443.674155,160003.824425,2125023.41773,1968342.31329,501860.620793,84550.9160587,1063991.97748,1275933.50699,0.0,75069.9906125
451212,205443.674155,160003.824425,2125023.41773,1968342.31329,501860.620793,84550.9160587,1063991.97748,1275933.50699,0.0,75069.9906125
452,6592738.78391,5134562.66395,68192531.8966,63164596.1463,16104832.5894,2713260.00087,34143768.1377,40945024.722,0.0,2409014.73679
4521,3296369.39196,2567281.33198,34096265.9483,31582298.0732,8052416.29471,1356630.00043,17071884.0689,20472512.361,0.0,1204507.36839
45211,3296369.39196,2567281.33198,34096265.9483,31582298.0732,8052416.29471,1356630.00043,17071884.0689,20472512.361,0.0,1204507.36839
452111,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
452112,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
4529,3296369.39196,2567281.33198,34096265.9483,31582298.0732,8052416.29471,1356630.00043,17071884.0689,20472512.361,0.0,1204507.36839
45291,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
452910,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
45299,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
452990,1648184.69598,1283640.66599,17048132.9742,15791149.0366,4026208.14735,678315.000217,8535942.03443,10236256.1805,0.0,602253.684197
453,1025647.61878,798795.787667,10608869.8872,9826662.29504,2505466.04949,422108.132939,5311824.96904,6369912.18424,0.0,374775.993617
4531,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
45311,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
453110,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
4532,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
45321,128205.952348,99849.4734583,1326108.7359,1228332.78688,313183.256186,52763.5166173,663978.12113,796239.02303,0.0,46846.9992021
453210,128205.952348,99849.4734583,1326108.7359,1228332.78688,313183.256186,52763.5166173,663978.12113,796239.02303,0.0,46846.9992021
45322,128205.952348,99849.4734583,1326108.7359,1228332.78688,313183.256186,52763.5166173,663978.12113,796239.02303,0.0,46846.9992021
453220,128205.952348,99849.4734583,1326108.7359,1228332.78688,313183.256186,52763.5166173,663978.12113,796239.02303,0.0,46846.9992021
4533,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
45331,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
453310,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
4539,256411.904696,199698.946917,2652217.47179,2456665.57376,626366.512372,105527.033235,1327956.24226,1592478.04606,0.0,93693.9984043
45391,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
453910,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
45392,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
453920,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
45393,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
453930,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
45399,64102.976174,49924.7367292,663054.367948,614166.39344,156591.628093,26381.7583087,331989.060565,398119.511515,0.0,23423.4996011
453991,32051.488087,24962.3683646,331527.183974,307083.19672,78295.8140465,13190.8791543,165994.530283,199059.755757,0.0,11711.7498005
453998,32051.488087,24962.3683646,331527.183974,307083.19672,78295.8140465,13190.8791543,165994.530283,199059.755757,0.0,11711.7498005
454,1616234.70778,1258757.34786,16717655.6626,15485038.3036,3948160.27863,665165.893625,8370473.17169,10037826.8024,0.0,590579.022887
4541,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
45411,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
454111,179581.634198,139861.92754,1857517.29584,1720559.81152,438684.475404,73907.3215139,930052.574632,1115314.08916,0.0,65619.8914319
454112,179581.634198,139861.92754,1857517.29584,1720559.81152,438684.475404,73907.3215139,930052.574632,1115314.08916,0.0,65619.8914319
454113,179581.634198,139861.92754,1857517.29584,1720559.81152,438684.475404,73907.3215139,930052.574632,1115314.08916,0.0,65619.8914319
4542,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
45421,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
454210,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
4543,538744.902594,419585.78262,5572551.88753,5161679.43455,1316053.42621,221721.964542,2790157.7239,3345942.26748,0.0,196859.674296
45431,269372.451297,209792.89131,2786275.94377,2580839.71727,658026.713105,110860.982271,1395078.86195,1672971.13374,0.0,98429.8371479
454310,269372.451297,209792.89131,2786275.94377,2580839.71727,658026.713105,110860.982271,1395078.86195,1672971.13374,0.0,98429.8371479
45439,269372.451297,209792.89131,2786275.94377,2580839.71727,658026.713105,110860.982271,1395078.86195,1672971.13374,0.0,98429.8371479
454390,269372.451297,209792.89131,2786275.94377,2580839.71727,658026.713105,110860.982271,1395078.86195,1672971.13374,0.0,98429.8371479
48.49,3470682.06451,3718892.25803,191278308.065,4022929.89249,26502273.086,3619242.08601,35869264.0,117531561.129,0.0,3541669.93549
481,1676426.16293,1796317.88871,92392202.4779,1943175.66347,12801260.1422,1748184.36555,17325750.817,56770680.9165,0.0,1710715.07847
4811,838213.081465,898158.944353,46196101.239,971587.831736,6400630.07108,874092.182775,8662875.4085,28385340.4582,0.0,855357.539234
48111,838213.081465,898158.944353,46196101.239,971587.831736,6400630.07108,874092.182775,8662875.4085,28385340.4582,0.0,855357.539234
481111,419106.540733,449079.472177,23098050.6195,485793.915868,3200315.03554,437046.091388,4331437.70425,14192670.2291,0.0,427678.769617
481112,419106.540733,449079.472177,23098050.6195,485793.915868,3200315.03554,437046.091388,4331437.70425,14192670.2291,0.0,427678.769617
4812,838213.081465,898158.944353,46196101.239,971587.831736,6400630.07108,874092.182775,8662875.4085,28385340.4582,0.0,855357.539234
48121,838213.081465,898158.944353,46196101.239,971587.831736,6400630.07108,874092.182775,8662875.4085,28385340.4582,0.0,855357.539234
481211,279404.360488,299386.314784,15398700.413,323862.610579,2133543.35703,291364.060925,2887625.13617,9461780.15275,0.0,285119.179745
481212,279404.360488,299386.314784,15398700.413,323862.610579,2133543.35703,291364.060925,2887625.13617,9461780.15275,0.0,285119.179745
481219,279404.360488,299386.314784,15398700.413,323862.610579,2133543.35703,291364.060925,2887625.13617,9461780.15275,0.0,285119.179745
484,660391.170362,707619.875599,36395873.6006,765471.262018,5042774.53688,688658.734099,6825098.00457,22363559.6018,0.0,673898.533563
4841,330195.585181,353809.9378,18197936.8003,382735.631009,2521387.26844,344329.367049,3412549.00229,11181779.8009,0.0,336949.266781
48411,165097.79259,176904.9689,9098968.40014,191367.815505,1260693.63422,172164.683525,1706274.50114,5590889.90044,0.0,168474.633391
484110,165097.79259,176904.9689,9098968.40014,191367.815505,1260693.63422,172164.683525,1706274.50114,5590889.90044,0.0,168474.633391
48412,165097.79259,176904.9689,9098968.40014,191367.815505,1260693.63422,172164.683525,1706274.50114,5590889.90044,0.0,168474.633391
484121,82548.8962952,88452.4844499,4549484.20007,95683.9077523,630346.81711,86082.3417624,853137.250572,2795444.95022,0.0,84237.3166954
484122,82548.8962952,88452.4844499,4549484.20007,95683.9077523,630346.81711,86082.3417624,853137.250572,2795444.95022,0.0,84237.3166954
4842,330195.585181,353809.9378,18197936.8003,382735.631009,2521387.26844,344329.367049,3412549.00229,11181779.8009,0.0,336949.266781
48421,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
484210,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
48422,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
484220,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
48423,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
484230,110065.19506,117936.645933,6065978.93343,127578.54367,840462.422814,114776.455683,1137516.3341,3727259.93363,0.0,112316.42226
485,87629.4688338,93896.4005243,4829487.75589,101572.890597,669142.281042,91380.3845133,905644.623552,2967494.02034,0.0,89421.8051275
4851,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48511,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
485111,3651.22786808,3912.35002185,201228.656495,4232.20377486,27880.9283767,3807.51602139,37735.192648,123645.584181,0.0,3725.90854698
485112,3651.22786808,3912.35002185,201228.656495,4232.20377486,27880.9283767,3807.51602139,37735.192648,123645.584181,0.0,3725.90854698
485113,3651.22786808,3912.35002185,201228.656495,4232.20377486,27880.9283767,3807.51602139,37735.192648,123645.584181,0.0,3725.90854698
485119,3651.22786808,3912.35002185,201228.656495,4232.20377486,27880.9283767,3807.51602139,37735.192648,123645.584181,0.0,3725.90854698
4852,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48521,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
485210,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
4853,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48531,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
485310,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
48532,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
485320,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
4854,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48541,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
485410,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
4855,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48551,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
485510,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
4859,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
48599,14604.9114723,15649.4000874,804914.625981,16928.8150995,111523.713507,15230.0640855,150940.770592,494582.336724,0.0,14903.6341879
485991,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
485999,7302.45573615,7824.70004369,402457.312991,8464.40754973,55761.8567535,7615.03204277,75470.385296,247291.168362,0.0,7451.81709396
486,282094.834639,302269.201578,15546979.4353,326981.187471,2154087.92992,294169.698865,2915431.00423,9552890.66683,0.0,287864.683722
4861,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
48611,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
486110,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
4862,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
48621,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
486210,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
4869,94031.6115464,100756.400526,5182326.47845,108993.729157,718029.309974,98056.5662883,971810.334745,3184296.88894,0.0,95954.8945739
48691,47015.8057732,50378.200263,2591163.23922,54496.8645784,359014.654987,49028.2831441,485905.167372,1592148.44447,0.0,47977.447287
486910,47015.8057732,50378.200263,2591163.23922,54496.8645784,359014.654987,49028.2831441,485905.167372,1592148.44447,0.0,47977.447287
48699,47015.8057732,50378.200263,2591163.23922,54496.8645784,359014.654987,49028.2831441,485905.167372,1592148.44447,0.0,47977.447287
486990,47015.8057732,50378.200263,2591163.23922,54496.8645784,359014.654987,49028.2831441,485905.167372,1592148.44447,0.0,47977.447287
487,634883.599933,680288.099185,34990085.106,735904.979179,4847997.66458,662059.330669,6561478.99231,21499768.4168,0.0,647869.242018
4871,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
48711,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
487110,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
4872,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
48721,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
487210,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
4879,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
48799,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
487990,211627.866644,226762.699728,11663361.702,245301.659726,1615999.22153,220686.443556,2187159.6641,7166589.47227,0.0,215956.414006
493,129256.82781,138500.792439,7123679.68881,149823.90975,987010.53141,134789.572314,1335860.55834,4377167.50676,0.0,131900.592593
4931,129256.82781,138500.792439,7123679.68881,149823.90975,987010.53141,134789.572314,1335860.55834,4377167.50676,0.0,131900.592593
49311,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
493110,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
49312,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
493120,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
49313,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
493130,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
49319,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
493190,32314.2069525,34625.1981099,1780919.9222,37455.9774375,246752.632853,33697.3930785,333965.139585,1094291.87669,0.0,32975.1481483
51,3017128.17168,2138206.68672,66871737.1717,2555580.71387,23679630.2289,4028990.22891,-6369692.0,46039560.3434,0.0,2682080.82832
511,648582.910553,459643.819328,14375214.9264,549365.4506,5090338.43469,866099.8342,-1369273.40889,9896984.93035,0.0,576558.797302
5111,137651.339522,97552.0421583,3050909.23357,116594.022031,1080342.84091,183815.824311,-290606.360171,2100476.60943,0.0,122365.374527
51111,58197.5026042,41243.9519098,1289891.53816,49294.6957463,456757.308108,77715.3491654,-122865.23663,888058.869401,0.0,51734.7613721
511110,58197.5026042,41243.9519098,1289891.53816,49294.6957463,456757.308108,77715.3491654,-122865.23663,888058.869401,0.0,51734.7613721
51112,37120.5896769,26306.9676016,822742.082963,31442.0394719,291337.254307,49569.8175846,-78368.1400479,566437.86116,0.0,32998.4065122
511120,37120.5896769,26306.9676016,822742.082963,31442.0394719,291337.254307,49569.8175846,-78368.1400479,566437.86116,0.0,32998.4065122
51113,42333.2472406,30001.122647,938275.612441,35857.286813,332248.278497,56530.6575608,-89372.9834926,645979.878866,0.0,37632.2066428
511130,42333.2472406,30001.122647,938275.612441,35857.286813,332248.278497,56530.6575608,-89372.9834926,645979.878866,0.0,37632.2066428
5112,510931.571031,362091.77717,11324305.6929,432771.428569,4009995.59377,682284.009889,-1078667.04872,7796508.32093,0.0,454193.422775
51121,510931.571031,362091.77717,11324305.6929,432771.428569,4009995.59377,682284.009889,-1078667.04872,7796508.32093,0.0,454193.422775
511210,510931.571031,362091.77717,11324305.6929,432771.428569,4009995.59377,682284.009889,-1078667.04872,7796508.32093,0.0,454193.422775
512,272325.362649,192994.091814,6035829.11962,230666.184889,2137318.51037,363655.821949,-574927.078056,4155521.16228,0.0,242084.058968
5121,136162.681325,96497.0459068,3017914.55981,115333.092445,1068659.25518,181827.910974,-287463.539028,2077760.58114,0.0,121042.029484
51211,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
512110,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
51212,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
512120,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
51213,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
512131,17020.3351656,12062.1307384,377239.319976,14416.6365556,133582.406898,22728.4888718,-35932.9423785,259720.072642,0.0,15130.2536855
512132,17020.3351656,12062.1307384,377239.319976,14416.6365556,133582.406898,22728.4888718,-35932.9423785,259720.072642,0.0,15130.2536855
51219,34040.6703311,24124.2614767,754478.639953,28833.2731112,267164.813796,45456.9777436,-71865.884757,519440.145284,0.0,30260.507371
512191,17020.3351656,12062.1307384,377239.319976,14416.6365556,133582.406898,22728.4888718,-35932.9423785,259720.072642,0.0,15130.2536855
512199,17020.3351656,12062.1307384,377239.319976,14416.6365556,133582.406898,22728.4888718,-35932.9423785,259720.072642,0.0,15130.2536855
